,ts_code,ann_date,end_date,bps,diluted_eps,diluted_roe,open_net_assets,operate_profit,total_assets,yoy_sales,yoy_tp
646,002530.SZ,20200229,20191231,,-0.47,-9.28,,-319540311.81,4661089743.91,,
647,002531.SZ,20200229,20191231,,0.43,13.62,,872079008.51,13599375743.36,,
648,002532.SZ,20200218,20191231,,0.3,10.57,,176607329.65,2004107115.78,,
649,002533.SZ,20200228,20191231,,0.368,8.6,,252435320.96,4702711678.95,,
650,002534.SZ,20200229,20191231,,0.49,11.25,,512922169.63,9313172419.84,,
651,002535.SZ,20200415,20191231,,-2.42,-107.77,,-1756428024.71,4995888681.3,,
652,002536.SZ,20200228,20191231,,0.13,3.06,,50941488.52,3902456884.3,,
653,002537.SZ,20200415,20191231,,-1.99,-47.36,,-2437758441.15,6681810134.01,,
654,002538.SZ,20200313,20191231,,0.33,6.48,,311942700.0,5600535800.0,,
655,002539.SZ,20200229,20191231,,0.21,6.76,,296181768.07,9849165391.01,,
656,002540.SZ,20200228,20191231,,0.2891,7.63,,422864757.34,5079889864.55,,
657,002541.SZ,20200229,20191231,,1.0294,11.56,,613041104.89,12770455938.53,,
658,002542.SZ,20200228,20191231,,0.14,6.4,,296463706.29,9050421356.97,,
659,002543.SZ,20200229,20191231,,0.8,16.53,,706713705.18,7100937711.22,,
660,002544.SZ,20200229,20191231,,0.0645,1.78,,79763769.52,7684270113.46,,
661,002545.SZ,20200229,20191231,,0.2471,4.11,,385895941.65,11899625247.08,,
662,002546.SZ,20200228,20191231,,0.2009,5.74,,178328311.52,3442419402.55,,
663,002547.SZ,20200229,20191231,,0.02,1.03,,57815900.0,8204048000.0,,
664,002548.SZ,20200229,20191231,,0.37,9.59,,252953969.67,4156134962.88,,
665,002549.SZ,20200229,20191231,,0.1444,9.48,,100049781.68,1625784249.34,,
666,002550.SZ,20200228,20191231,,0.22,11.33,,325220307.05,2946442022.01,,
667,002551.SZ,20200229,20191231,,0.14,4.15,,148022135.72,4754082164.46,,
668,002552.SZ,20200229,20191231,,0.18,8.84,,55687298.08,727487399.34,,
669,002553.SZ,20200228,20191231,,0.1425,7.02,,62282506.28,813210747.47,,
670,002554.SZ,20200228,20191231,,0.08,4.76,,134713819.76,4170809354.16,,
671,002555.SZ,20200229,20191231,,1.02,32.87,,2699952503.72,10208891703.29,,
672,002556.SZ,20200208,20191231,,0.2457,7.91,,236534800.0,8250271300.0,,
673,002557.SZ,20200221,20191231,,1.188,17.23,,710802866.91,5403716291.75,,
674,002558.SZ,20200229,20191231,,0.42,9.64,,878837792.12,9946701260.57,,
675,002559.SZ,20200227,20191231,,0.1879,6.33,,120829561.75,3075016937.35,,
676,002560.SZ,20200227,20191231,,0.21,5.73,,81441978.94,2963411794.73,,
677,002561.SZ,20200228,20191231,,0.51,9.47,,301750400.0,2759850600.0,,
678,002562.SZ,20200228,20191231,,0.05,1.95,,51528905.84,4278475445.96,,
679,002563.SZ,20200229,20191231,,0.57,13.56,,2158005425.02,16734189522.55,,
680,002564.SZ,20200229,20191231,,0.05,1.21,,213150000.0,31820070000.0,,
681,002565.SZ,20200229,20191231,,-0.19,-9.79,,-243228415.72,3055029317.08,,
682,002566.SZ,20200227,20191231,,0.2329,4.07,,110882951.49,2496736924.24,,
683,002567.SZ,20200228,20191231,,0.2411,5.81,,374258306.65,7246330646.84,,
684,002570.SZ,20200229,20191231,,-0.09,-5.01,,-79260755.22,4430588964.38,,
685,002572.SZ,20200203,20191231,,1.17,21.28,,1357461909.74,8517880075.59,,
686,002573.SZ,20200227,20191231,,0.4204,9.31,,483793343.29,10354337744.29,,
687,002574.SZ,20200229,20191231,,0.13,2.17,,144103958.29,4398220561.56,,
688,002575.SZ,20200228,20191231,,-0.0722,-5.18,,-43801276.8,1041590452.35,,
689,002576.SZ,20200228,20191231,,0.197,3.68,,37623800.0,1320160600.0,,
690,002577.SZ,20200229,20191231,,-0.61,-15.85,,-166125759.7,1111787737.24,,
691,002578.SZ,20200229,20191231,,0.0514,3.42,,58617181.92,1607406706.44,,
692,002579.SZ,20200123,20191231,,0.42,14.58,,203578424.77,3342632698.26,,
693,002580.SZ,20200228,20191231,,0.07,1.97,,24896994.26,1911485523.45,,
694,002581.SZ,20200225,20191231,,0.0572,1.36,,47686012.37,3462107936.4,,
695,002582.SZ,20200215,20191231,,0.38,5.76,,246564266.67,6430283407.05,,
696,002583.SZ,20200229,20191231,,-2.63,-129.05,,621149000.0,16822857800.0,,
697,002584.SZ,20200229,20191231,,0.07,2.07,,54929525.59,4080081708.38,,
698,002585.SZ,20200228,20191231,,0.16,2.45,,213077322.24,8992945478.71,,
699,002587.SZ,20200229,20191231,,0.3,13.98,,208324749.57,2393679217.9,,
700,002588.SZ,20200229,20191231,,0.09,2.48,,118989675.67,6613728499.1,,
701,002589.SZ,20200221,20191231,,-0.68,-12.96,,196631900.0,32675915200.0,,
702,002590.SZ,20200313,20191231,,0.27,7.03,,139634826.84,3643231445.75,,
703,002591.SZ,20200229,20191231,,0.2982,7.34,,102109900.0,1557181000.0,,
704,002592.SZ,20200310,20191231,,-1.48,-23.62,,-365320088.39,2740159198.68,,
705,002593.SZ,20200229,20191231,,0.12,4.47,,95194829.09,3981500855.45,,
706,002594.SZ,20200401,20191231,,0.5,2.61,,2319992000.0,195630798000.0,,
707,002595.SZ,20200228,20191231,,1.0777,18.75,,1010212849.38,6733036852.55,,
708,002596.SZ,20200228,20191231,,-0.3261,-11.18,,-319905744.16,6240488089.53,,
709,002597.SZ,20200229,20191231,,1.45,19.42,,939819150.53,6149326400.76,,
710,002598.SZ,20200229,20191231,,0.253,9.36,,85579648.46,1451267061.38,,
711,002599.SZ,20200229,20191231,,0.26,8.79,,174766017.27,2752086135.04,,
712,002600.SZ,20200228,20191231,,0.28,17.62,,2246820208.2,27502417820.7,,
713,002601.SZ,20200229,20191231,,1.29,19.48,,3050475158.09,25929241843.77,,
714,002602.SZ,20200229,20191231,,0.43,12.86,,3279790282.61,32875923587.82,,
715,002603.SZ,20200228,20191231,,0.5,7.69,,723679103.05,9075275671.7,,
716,002605.SZ,20200229,20191231,,0.8855,19.91,,493058044.32,3042186427.19,,
717,002606.SZ,20200228,20191231,,0.11,5.12,,38772762.81,1350714675.43,,
718,002607.SZ,20200229,20191231,,0.29,60.71,,2090668843.03,9960705427.94,,
719,002608.SZ,20200229,20191231,,0.63,9.34,,3904767900.0,70458674100.0,,
720,002609.SZ,20200208,20191231,,0.22,6.98,,151116027.05,2791979337.13,,
721,002611.SZ,20200303,20191231,,0.92,35.01,,1825686934.53,7531715200.65,,
722,002612.SZ,20200228,20191231,,0.1624,2.35,,166962373.71,5355583977.97,,
723,002613.SZ,20200229,20191231,,0.021,1.32,,22545802.93,1969492917.48,,
724,002614.SZ,20200116,20191231,,0.58,9.55,,378866400.0,6370078600.0,,
725,002615.SZ,20200415,20191231,,0.13,6.48,,65683785.37,2091909122.98,,
726,002616.SZ,20200212,20191231,,0.3985,13.08,,407104622.03,6941478187.36,,
727,002617.SZ,20200123,20191231,,0.03,1.48,,41665448.28,7855146540.86,,
728,002618.SZ,20200229,20191231,,0.0407,1.28,,22520557.03,2514734605.35,,
729,002619.SZ,20200302,20191231,,-1.41,-33.45,,-3029113140.97,4047045692.51,,
730,002620.SZ,20200229,20191231,,0.44,7.28,,227182900.0,5955879500.0,,
731,002621.SZ,20200415,20191231,,0.2,9.49,,246067400.0,4267103600.0,,
732,002622.SZ,20200229,20191231,,0.0086,0.56,,9315964.14,1793661014.85,,
733,002623.SZ,20200229,20191231,,-0.61,-4.47,,-110980918.38,3733516849.2,,
734,002624.SZ,20200221,20191231,,1.16,16.74,,1349014497.23,16711998638.96,,
735,002625.SZ,20200227,20191231,,0.0557,1.57,,137361456.48,8046364162.85,,
736,002626.SZ,20200228,20191231,,0.72,14.89,,562103777.46,4620134964.71,,
737,002627.SZ,20200226,20191231,,0.3631,5.71,,170889625.86,4151734862.69,,
738,002628.SZ,20200228,20191231,,0.06,1.61,,63933186.68,6943019739.18,,
739,002629.SZ,20200228,20191231,,0.0724,74.34,,-2948565.47,354601931.4,,
740,002630.SZ,20200228,20191231,,0.0261,0.97,,29019983.97,14758897789.59,,
741,002631.SZ,20200228,20191231,,0.13,4.76,,122120644.31,3397710634.37,,
742,002632.SZ,20200229,20191231,,0.34,10.58,,246957868.04,2852041625.28,,
743,002633.SZ,20200227,20191231,,-0.1681,-4.92,,-25430535.24,587795530.17,,
744,002634.SZ,20200228,20191231,,0.08,5.14,,44998349.29,930903341.71,,
745,002635.SZ,20200415,20191231,,-0.92,-10.38,,-1185111301.74,6912708658.39,,
746,002636.SZ,20200229,20191231,,0.212,5.94,,169882533.09,4756243862.81,,
747,002637.SZ,20200314,20191231,,0.86,14.73,,533479111.03,6369391100.27,,
748,002638.SZ,20200229,20191231,,0.0176,0.67,,17394780.33,4827800736.73,,
749,002639.SZ,20200229,20191231,,0.08,2.5,,64508400.0,4038382600.0,,
750,002641.SZ,20200221,20191231,,0.46,16.27,,594083366.4,5741486631.33,,
751,002642.SZ,20200229,20191231,,0.0467,1.0,,42726462.33,3899112056.07,,
752,002643.SZ,20200228,20191231,,0.56,10.91,,611420800.0,5906824500.0,,
753,002644.SZ,20200212,20191231,,0.1511,5.21,,90664069.05,2430074427.37,,
754,002645.SZ,20200229,20191231,,0.3931,9.64,,216954129.49,2538514489.06,,
755,002646.SZ,20200228,20191231,,0.082,1.55,,58591873.9,2809148472.74,,
756,002647.SZ,20200229,20191231,,0.05,3.09,,48930800.0,3579464000.0,,
757,002648.SZ,20200229,20191231,,1.21,14.86,,1469855300.0,17753970800.0,,
758,002649.SZ,20200229,20191231,,0.466,9.51,,273397220.72,4133705093.22,,
759,002650.SZ,20200229,20191231,,0.14,7.27,,199909265.43,2728257789.96,,
760,002651.SZ,20200229,20191231,,0.17,8.39,,204495500.0,2658251800.0,,
761,002653.SZ,20200229,20191231,,0.47,23.08,,559239864.35,5120339640.1,,
762,002654.SZ,20200415,20191231,,0.07,2.98,,60768341.9,4597961996.91,,
763,002655.SZ,20200229,20191231,,0.09,6.21,,33355687.75,1183161464.56,,
764,002656.SZ,20200229,20191231,,-1.8051,-80.62,,-972846348.87,2026311225.61,,
765,002657.SZ,20200226,20191231,,-0.78,-10.93,,-257951387.71,3163179160.95,,
766,002658.SZ,20200229,20191231,,0.23,6.64,,166607037.38,3059482472.38,,
767,002659.SZ,20200229,20191231,,0.08,1.93,,36172813.81,3725696970.8,,
768,002660.SZ,20200415,20191231,,0.24,11.3,,66152671.67,1637696388.53,,
769,002661.SZ,20200226,20191231,,0.654,9.21,,251088946.21,4087328664.68,,
770,002662.SZ,20200229,20191231,,-1.65,-63.58,,-2425006769.85,5477645825.2,,
771,002663.SZ,20200415,20191231,,-0.5,-19.25,,-910283500.0,7757184100.0,,
772,002664.SZ,20200226,20191231,,0.76,13.22,,388616499.21,4228309886.6,,
773,002665.SZ,20200228,20191231,,0.0299,1.14,,40121600.0,8865126100.0,,
774,002666.SZ,20200229,20191231,,0.3,7.53,,267789552.52,4143966421.01,,
775,002667.SZ,20200228,20191231,,0.04,1.2,,11420758.55,912373758.88,,
776,002668.SZ,20200229,20191231,,0.05,2.43,,141795752.58,10012929347.15,,
777,002669.SZ,20200227,20191231,,0.56,6.79,,155907696.81,2608690785.75,,
778,002671.SZ,20200229,20191231,,0.02,0.4,,18156237.12,3173402326.85,,
779,002672.SZ,20200328,20191231,,0.48,9.91,,513787859.79,10376911934.4,,
780,002673.SZ,20200228,20191231,,0.18,3.55,,751484900.0,48649196100.0,,
781,002674.SZ,20200414,20191231,,0.3907,5.14,,136105403.24,2975434180.4,,
782,002675.SZ,20200222,20191231,,0.1925,3.64,,409584798.59,7413022145.86,,
783,002676.SZ,20200228,20191231,,0.012,0.75,,17848320.69,1898583810.51,,
784,002677.SZ,20200226,20191231,,0.72,33.17,,537092985.0,1987528672.16,,
785,002678.SZ,20200225,20191231,,0.14,5.6,,216324100.0,4486026000.0,,
786,002679.SZ,20200229,20191231,,0.02,0.61,,3872400.0,1674265400.0,,
787,002681.SZ,20200229,20191231,,-0.93,-44.73,,-1850577266.14,5888893994.17,,
788,002682.SZ,20200229,20191231,,0.23,4.17,,238547500.0,9969588600.0,,
789,002683.SZ,20200229,20191231,,0.4372,9.76,,411795300.0,7597277000.0,,
790,002684.SZ,20200229,20191231,,0.29,526.62,,-176946100.0,7832224500.0,,
791,002685.SZ,20200228,20191231,,0.3566,7.52,,433741056.02,7098697644.07,,
792,002688.SZ,20200226,20191231,,0.29,11.02,,187270100.01,3362487136.54,,
793,002689.SZ,20200228,20191231,,-0.1032,-8.17,,-108596300.0,2120212300.0,,
794,002690.SZ,20200226,20191231,,0.8059,23.62,,631042444.08,2778326587.04,,
795,002691.SZ,20200229,20191231,,0.046,1.78,,17982687.67,1120169197.9,,
796,002692.SZ,20200229,20191231,,0.0148,0.94,,9268090.02,2753108176.72,,
797,002693.SZ,20200228,20191231,,0.07,5.3,,-6732185.08,953484040.43,,
798,002695.SZ,20200229,20191231,,0.43,11.12,,263870975.15,2764886665.84,,
799,002696.SZ,20200228,20191231,,-0.7118,-12.4714,,-373419413.38,3002187031.35,,
800,002697.SZ,20200227,20191231,,0.38,18.24,,567794530.06,5100692685.11,,
801,002698.SZ,20200228,20191231,,0.303,14.32,,386120841.25,4033169876.57,,
802,002699.SZ,20200229,20191231,,0.07,2.15,,86382744.96,3676575748.37,,
803,002701.SZ,20200415,20191231,,0.2931,12.12,,1036089897.0,14819960515.0,,
804,002702.SZ,20200229,20191231,,0.0142,0.86,,8852873.33,1204498439.68,,
805,002705.SZ,20200226,20191231,,0.8573,16.74,,784109083.48,8154881816.68,,
806,002706.SZ,20200228,20191231,,0.35,13.78,,286715065.32,2330199893.57,,
807,002707.SZ,20200229,20191231,,0.092,3.35,,126484800.0,5721085600.0,,
808,002708.SZ,20200228,20191231,,0.02,0.8,,6674451.23,2007912612.01,,
809,002709.SZ,20200229,20191231,,0.03,0.63,,15899500.0,5347777600.0,,
810,002711.SZ,20200229,20191231,,0.06,,,26093710.84,669736024.9,,
811,002712.SZ,20200229,20191231,,0.08,1.43,,73645667.1,4706582975.4,,
812,002713.SZ,20200319,20191231,,-0.43,-18.66,,-105809700.0,2958889800.0,,
813,002715.SZ,20200227,20191231,,0.0422,0.79,,5503914.23,705371439.73,,
814,002716.SZ,20200229,20191231,,-3.55,-169.74,,-2706426151.92,10603329035.45,,
815,002717.SZ,20200314,20191231,,0.26,8.44,,502388670.9,19057686570.42,,
816,002718.SZ,20200228,20191231,,0.73,7.71,,91669645.87,1911060079.69,,
817,002719.SZ,20200229,20191231,,0.0287,0.52,,5356938.97,1349411408.32,,
818,002721.SZ,20200227,20191231,,0.09,1.54,,126279700.0,12773791000.0,,
819,002722.SZ,20200415,20191231,,0.32,3.18,,82444663.44,3059612857.86,,
820,002723.SZ,20200229,20191231,,0.1969,6.23,,35899949.1,1241934586.95,,
821,002724.SZ,20200227,20191231,,0.3579,12.98,,296461300.0,2402295200.0,,
822,002725.SZ,20200229,20191231,,0.13,3.57,,38205046.36,1133450402.28,,
823,002726.SZ,20200229,20191231,,0.24,10.68,,348935734.54,6320061505.08,,
824,002727.SZ,20200228,20191231,,1.0634,14.0,,739051240.3,7963496782.51,,
825,002728.SZ,20200226,20191231,,0.85,15.62,,197576200.0,2256808600.0,,
826,002729.SZ,20200228,20191231,,0.32,4.9,,25008494.33,494660973.39,,
827,002730.SZ,20200228,20191231,,0.13,4.42,,65752167.37,1601394522.18,,
828,002731.SZ,20200228,20191231,,0.14,3.29,,63661078.22,3399459266.07,,
829,002732.SZ,20200229,20191231,,0.78,12.89,,148902277.47,1324109684.19,,
830,002733.SZ,20200228,20191231,,0.5,7.04,,179743675.19,4474980746.37,,
831,002734.SZ,20200228,20191231,,1.14,16.92,,387188773.63,4735784080.59,,
832,002735.SZ,20200220,20191231,,0.4,9.4,,87370272.46,1185254887.4,,
833,002736.SZ,20200220,20191231,,0.57,9.48,,6461397200.0,224661276300.0,,
834,002737.SZ,20200226,20191231,,1.0,18.37,,785926069.82,5270548451.62,,
835,002738.SZ,20200229,20191231,,0.544,5.86,,179970334.06,4078447478.46,,
836,002739.SZ,20200229,20191231,,-2.2713,-28.86,,-4461951069.31,26749251639.3,,
837,002740.SZ,20200229,20191231,,0.13,1.94,,135336197.58,4854345807.18,,
838,002741.SZ,20200229,20191231,,0.05,1.35,,5131602.5,2588926354.4,,
839,002743.SZ,20200228,20191231,,0.29,4.61,,108311225.43,7422227544.22,,
840,002746.SZ,20200227,20191231,,2.16,35.1,,1073849787.04,4316433230.38,,
841,002748.SZ,20200228,20191231,,-0.0784,-1.64,,-20311306.17,1728209193.33,,
842,002749.SZ,20200225,20191231,,0.53,19.34,,232330600.0,1311605700.0,,
843,002750.SZ,20200414,20191231,,-0.0612,-3.86,,-22334404.13,810143771.54,,
844,002751.SZ,20200228,20191231,,0.33,4.01,,80927912.17,3724944762.68,,
845,002752.SZ,20200227,20191231,,0.07,3.09,,45403900.0,4687909700.0,,
846,002753.SZ,20200228,20191231,,0.2666,5.95,,93650284.97,2392009794.39,,
847,002755.SZ,20200227,20191231,,0.85,37.36,,893724400.0,3700147700.0,,
848,002756.SZ,20200228,20191231,,0.98,10.44,,429796276.46,4553240055.52,,
849,002757.SZ,20200227,20191231,,1.0575,12.39,,237335984.48,2392628649.03,,
850,002758.SZ,20200228,20191231,,0.11,3.52,,30546521.84,1554913601.0,,
851,002759.SZ,20200228,20191231,,0.08,1.17,,40702090.2,3223037021.62,,
852,002760.SZ,20200228,20191231,,0.77,12.38,,79756375.09,1267288621.04,,
853,002761.SZ,20200228,20191231,,0.839,16.32,,1243080364.23,77598775498.28,,
854,002762.SZ,20200229,20191231,,0.13,4.77,,52678698.31,1074388892.7,,
855,002763.SZ,20200227,20191231,,0.47,10.03,,274821600.0,2510007400.0,,
856,002765.SZ,20200228,20191231,,-0.3,-10.89,,-175645565.92,3426173958.03,,
857,002766.SZ,20200229,20191231,,0.03,1.4,,24201419.78,5258160951.13,,
858,002767.SZ,20200229,20191231,,0.19,3.86,,31631385.37,891873472.93,,
859,002768.SZ,20200228,20191231,,1.45,17.91,,454372200.0,4865950700.0,,
860,002769.SZ,20200228,20191231,,0.17,4.59,,82685163.0,6510959691.69,,
861,002770.SZ,20200229,20191231,,-0.05,-2.84,,-44794621.82,3545861595.76,,
862,002771.SZ,20200229,20191231,,0.15,4.46,,30789545.77,1186794358.81,,
863,002772.SZ,20200229,20191231,,0.2,2.64,,74373577.54,5018869360.3,,
864,002773.SZ,20200228,20191231,,0.82,16.66,,820752600.0,5827016800.0,,
865,002774.SZ,20200228,20191231,,0.0623,1.96,,26851718.17,1627102749.15,,
866,002775.SZ,20200229,20191231,,0.4839,9.8,,290481098.46,4619493427.44,,
867,002776.SZ,20200227,20191231,,0.28,6.26,,167699258.82,3145030149.77,,
868,002777.SZ,20200226,20191231,,0.72,10.91,,197495200.0,2044311800.0,,
869,002778.SZ,20200219,20191231,,0.19,2.74,,17946700.0,790324200.0,,
870,002780.SZ,20200415,20191231,,-0.2,-4.79,,-30175640.76,830254095.7,,
871,002781.SZ,20200229,20191231,,0.48,5.54,,158286300.0,5134322100.0,,
872,002782.SZ,20200229,20191231,,0.0616,3.21,,107028285.19,1193596876.75,,
873,002783.SZ,20200228,20191231,,0.12,3.06,,159423285.13,4377759201.34,,
874,002785.SZ,20200229,20191231,,-0.18,-5.73,,-43764751.61,1281386033.86,,
875,002786.SZ,20200415,20191231,,-0.77,-29.04,,-349026450.38,4189862899.32,,
876,002787.SZ,20200205,20191231,,0.23,4.68,,89113600.0,2384415300.0,,
877,002789.SZ,20200229,20191231,,0.19,2.11,,41194400.0,4480251700.0,,
878,002790.SZ,20200226,20191231,,0.4461,11.55,,208070100.0,1899811400.0,,
879,002791.SZ,20200229,20191231,,1.33,14.66,,484392478.98,4969789519.58,,
880,002792.SZ,20200228,20191231,,0.0746,1.21,,49871643.36,3002653445.85,,
881,002793.SZ,20200227,20191231,,0.59,19.18,,725059700.0,7475053500.0,,
882,002795.SZ,20200228,20191231,,0.3,10.04,,75400016.92,754575844.06,,
883,002796.SZ,20200229,20191231,,0.57,6.55,,127586717.13,2439538335.37,,
884,002797.SZ,20200228,20191231,,0.146,5.83,,687425200.0,35574027500.0,,
885,002798.SZ,20200229,20191231,,1.49,16.46,,634559900.0,7006207100.0,,
886,002799.SZ,20200228,20191231,,0.44,11.65,,91753419.93,1396180917.67,,
887,002800.SZ,20200228,20191231,,0.29,4.73,,35261150.1,879587204.14,,
888,002801.SZ,20200227,20191231,,1.4,17.53,,189285500.0,1229511300.0,,
889,002802.SZ,20200219,20191231,,0.83,15.1,,102397756.57,617863483.75,,
890,002803.SZ,20200227,20191231,,1.52,28.33,,386810219.74,2461973333.24,,
891,002805.SZ,20200229,20191231,,0.09,1.9,,14267917.77,927214245.08,,
892,002806.SZ,20200415,20191231,,0.2,2.73,,46481664.77,2078737700.19,,
893,002807.SZ,20200123,20191231,,0.497,9.1,,1140000000.0,126323000000.0,,
894,002808.SZ,20200229,20191231,,0.08,3.72,,31160257.94,851182094.9,,
895,002809.SZ,20200229,20191231,,1.07,11.61,,155305201.95,1689021039.67,,
896,002810.SZ,20200228,20191231,,0.85,18.9,,186636519.29,1476475115.25,,
897,002811.SZ,20200307,20191231,,0.77,9.6,,168580252.09,3401281312.62,,
898,002812.SZ,20200227,20191231,,1.06,20.36,,1062695831.17,12193188361.42,,
899,002813.SZ,20200228,20191231,,-2.18,-49.71,,-270411973.29,1276818761.65,,
900,002815.SZ,20200229,20191231,,0.6197,16.51,,585503485.49,5396432746.09,,
901,002816.SZ,20200229,20191231,,-0.62,-12.61,,-69163900.0,555255300.0,,
902,002817.SZ,20200228,20191231,,0.45,5.55,,43126400.0,831809500.0,,
903,002818.SZ,20200229,20191231,,1.07,17.0,,963468700.0,5994920400.0,,
904,002819.SZ,20200229,20191231,,0.3913,11.62,,90894396.69,1039922018.62,,
905,002820.SZ,20200229,20191231,,0.42,7.89,,104372600.0,1126451000.0,,
906,002821.SZ,20200229,20191231,,2.43,19.98,,625596546.38,3763633961.95,,
907,002822.SZ,20200228,20191231,,0.4057,10.51,,320430200.0,5998042700.0,,
908,002823.SZ,20200229,20191231,,0.25,5.48,,78583014.34,3014401684.23,,
909,002825.SZ,20200228,20191231,,0.31,6.91,,51219282.08,1085927621.61,,
910,002826.SZ,20200227,20191231,,0.19,5.76,,39258836.91,830767672.97,,
911,002827.SZ,20200229,20191231,,0.08,2.96,,30723389.69,1223456055.04,,
912,002828.SZ,20200313,20191231,,0.23,4.79,,51828486.97,2462272732.94,,
913,002829.SZ,20200229,20191231,,0.08,1.39,,-126879300.0,1539282700.0,,
914,002830.SZ,20200229,20191231,,0.22,4.68,,43657781.94,1309808576.33,,
915,002831.SZ,20200229,20191231,,1.1957,17.44,,1282519000.0,12572830600.0,,
916,002832.SZ,20200226,20191231,,1.33,23.26,,476165451.06,2538155409.68,,
917,002833.SZ,20200228,20191231,,2.31,24.29,,362118800.0,1980221000.0,,
918,002835.SZ,20200229,20191231,,0.14,4.67,,31084200.0,928551400.0,,
919,002836.SZ,20200228,20191231,,0.16,6.52,,37140200.0,760576600.0,,
920,002837.SZ,20200229,20191231,,0.75,13.75,,174800644.53,2345721611.09,,
921,002838.SZ,20200227,20191231,,0.42,16.53,,202506100.0,1883163200.0,,
922,002839.SZ,20200203,20191231,,0.53,9.2,,963000000.0,123214000000.0,,
923,002840.SZ,20200218,20191231,,0.51,9.72,,177438400.0,3063507600.0,,
924,002841.SZ,20200118,20191231,,2.51,38.71,,1748830400.0,9898027400.0,,
925,002842.SZ,20200228,20191231,,0.24,7.43,,69172809.28,2294107646.4,,
926,002843.SZ,20200229,20191231,,0.3,10.09,,72773540.79,788867891.4,,
927,002845.SZ,20200228,20191231,,0.57,9.58,,130134377.22,6405743822.67,,
928,002846.SZ,20200228,20191231,,0.41,12.85,,97115326.51,1461755086.3,,
929,002847.SZ,20200228,20191231,,1.03,18.53,,137789900.0,1660167100.0,,
930,002848.SZ,20200228,20191231,,0.073,0.27,,12405498.67,1082771933.26,,
931,002849.SZ,20200228,20191231,,0.51,10.47,,117036345.0,1551528375.7,,
932,002850.SZ,20200226,20191231,,1.14,10.0,,281076829.85,3795967221.92,,
933,002851.SZ,20200229,20191231,,0.7785,20.03,,372149400.0,3927916800.0,,
934,002853.SZ,20200218,20191231,,1.13,15.98,,200573113.84,1992437767.48,,
935,002855.SZ,20200228,20191231,,0.21,4.02,,34699600.0,2683944700.0,,
936,002857.SZ,20200228,20191231,,0.25,6.75,,36517755.2,612282232.62,,
937,002858.SZ,20200228,20191231,,0.21,6.2,,52384437.27,743230815.17,,
938,002859.SZ,20200229,20191231,,0.46,7.48,,132758378.95,2104568277.18,,
939,002860.SZ,20200219,20191231,,1.1,16.76,,220836059.28,1385955290.8,,
940,002861.SZ,20200226,20191231,,0.59,7.01,,80698350.74,1385745092.61,,
941,002863.SZ,20200229,20191231,,0.16,5.82,,72595600.0,4474845700.0,,
942,002864.SZ,20200226,20191231,,0.84,11.34,,87449900.0,930721600.0,,
943,002866.SZ,20200228,20191231,,0.3,7.46,,82590517.72,1735500188.62,,
944,002867.SZ,20200229,20191231,,1.37,22.86,,1254336808.83,5919002756.6,,
945,002868.SZ,20200228,20191231,,0.47,7.51,,66985837.8,1041821945.52,,
946,002869.SZ,20200229,20191231,,7.48,60.79,,1026870289.87,3886101314.39,,
947,002870.SZ,20200228,20191231,,-0.35,-4.93,,988427.36,995742273.6,,
948,002871.SZ,20200229,20191231,,0.48,8.63,,63910535.13,801063569.73,,
949,002872.SZ,20200229,20191231,,-0.75,-7.79,,-239540149.88,4427842676.35,,
950,002873.SZ,20200227,20191231,,0.6108,10.43,,86202367.62,1077223297.08,,
951,002875.SZ,20200229,20191231,,0.32,4.92,,48273045.7,1234185195.43,,
952,002876.SZ,20200224,20191231,,0.5,5.71,,67546564.44,2526136548.84,,
953,002877.SZ,20200227,20191231,,0.21,11.62,,82831571.08,1322681886.77,,
954,002878.SZ,20200226,20191231,,0.9,18.0,,150921100.0,1315282000.0,,
955,002879.SZ,20200228,20191231,,0.77,9.62,,164902935.4,1812607859.02,,
956,002880.SZ,20200228,20191231,,1.59,12.48,,199430000.0,1581900000.0,,
957,002881.SZ,20200227,20191231,,0.17,5.58,,26079800.0,790222500.0,,
958,002882.SZ,20200227,20191231,,0.6571,16.4,,374699159.59,2412449838.25,,
959,002883.SZ,20200225,20191231,,0.76,14.31,,75692027.02,600734395.81,,
960,002884.SZ,20200224,20191231,,1.45,21.23,,323277941.35,1518567557.21,,
961,002885.SZ,20200229,20191231,,0.3619,7.38,,58144800.0,1538654100.0,,
962,002886.SZ,20200228,20191231,,0.39,6.76,,54173645.52,1307301836.21,,
963,002887.SZ,20200226,20191231,,1.0065,11.42,,241605100.0,2961740400.0,,
964,002888.SZ,20200227,20191231,,0.21,5.99,,28597228.92,472103217.86,,
965,002889.SZ,20200228,20191231,,1.11,10.2,,193767000.0,11719382100.0,,
966,002891.SZ,20200229,20191231,,0.4603,9.49,,109005145.49,1698690745.26,,
967,002892.SZ,20200228,20191231,,0.62,13.51,,100935018.66,826303225.87,,
968,002893.SZ,20200229,20191231,,0.32,8.06,,63082714.07,2021455955.58,,
969,002895.SZ,20200228,20191231,,0.4526,9.33,,227142753.86,2827682407.41,,
970,002896.SZ,20200228,20191231,,0.67,8.74,,59925819.24,1017732303.36,,
971,002897.SZ,20200229,20191231,,0.43,6.31,,65616346.89,2916013936.21,,
972,002898.SZ,20200228,20191231,,0.19,4.59,,47896300.0,814337500.0,,
