,ts_code,trade_date,circ_mv,float_share,pb,pe
1971,300580.SZ,20200417,171067.0684,10134.305,2.2214,20.1174
1972,300581.SZ,20200417,289072.08,17176.0,4.3667,44.7553
1973,300582.SZ,20200417,159630.271,13425.5905,2.2162,22.1776
1974,300583.SZ,20200417,285725.3065,10153.7067,1.6526,23.9107
1975,300584.SZ,20200417,159973.1122,6335.5688,4.6324,31.1542
1976,300585.SZ,20200417,128097.2,9149.8,4.6028,50.2285
1977,300586.SZ,20200417,175104.9975,8302.75,7.2909,79.9673
1978,300587.SZ,20200417,246733.7501,14196.4183,3.0186,40.5033
1979,300588.SZ,20200417,97679.23,10122.2,3.7693,175.752
1980,300589.SZ,20200417,101171.6784,9473.0036,5.9224,69.5766
1981,300590.SZ,20200417,436331.7396,11094.12,6.3505,50.9742
1982,300591.SZ,20200417,113054.9181,17945.2251,3.6739,52.0038
1983,300592.SZ,20200417,98766.1931,9515.0475,2.5205,159.1697
1984,300593.SZ,20200417,150537.5942,9503.636,3.9716,73.2722
1985,300594.SZ,20200417,67146.8607,2222.67,3.2867,35.2068
1986,300595.SZ,20200417,1758695.1403,28788.5929,18.58,80.5482
1987,300596.SZ,20200417,378094.1239,12247.947,3.2008,24.1263
1988,300597.SZ,20200417,194428.9008,17756.064,3.2696,59.8878
1989,300598.SZ,20200417,1290224.1316,5344.092,29.8941,114.0082
1990,300599.SZ,20200417,169468.0616,13611.8925,2.3707,18.5565
1991,300600.SZ,20200417,198772.8347,20576.898,2.5687,27.0179
1992,300601.SZ,20200417,4641705.045,36303.0271,29.9773,189.3522
1993,300602.SZ,20200417,834111.741,17930.175,9.9959,87.6921
1994,300603.SZ,20200417,505212.8286,17331.4864,3.4027,198.1162
1995,300604.SZ,20200417,307698.9433,12863.6682,7.5798,206.121
1996,300605.SZ,20200417,140907.957,9450.5672,4.6783,46.0358
1997,300606.SZ,20200417,100955.3322,4057.6902,3.9021,41.4021
1998,300607.SZ,20200417,583053.8132,9358.8092,5.4756,53.6373
1999,300608.SZ,20200417,214554.6882,12169.8632,3.5713,32.5778
2000,300609.SZ,20200417,213114.2565,5564.3409,6.7179,59.2206
2001,300610.SZ,20200417,127343.5603,10674.2297,2.129,20.8544
2002,300611.SZ,20200417,91158.6832,10956.5725,2.3886,74.7388
2003,300612.SZ,20200417,132866.3,9959.9925,5.2333,208.8018
2004,300613.SZ,20200417,647956.5763,4189.555,6.0015,126.1281
2005,300615.SZ,20200417,151291.2896,8709.9188,6.9589,211.4835
2006,300616.SZ,20200417,863556.4407,12888.9021,3.7886,27.9022
2007,300617.SZ,20200417,173988.4459,6689.2905,4.3293,52.883
2008,300618.SZ,20200417,923394.672,18752.9381,7.8549,956.8595
2009,300619.SZ,20200417,113385.9661,5456.495,3.1421,33.4704
2010,300620.SZ,20200417,313324.5162,8896.21,5.0002,55.3486
2011,300621.SZ,20200417,228335.2162,20570.7402,2.4252,26.3321
2012,300622.SZ,20200417,111608.2728,6200.4596,3.8716,35.2434
2013,300623.SZ,20200417,845251.9081,22006.0377,5.2204,61.8107
2014,300624.SZ,20200417,405842.779,4979.666,9.2722,80.1364
2015,300625.SZ,20200417,213129.5351,13839.5802,1.9203,23.92
2016,300626.SZ,20200417,97457.6663,11741.8875,2.7574,33.8897
2017,300627.SZ,20200417,470392.8719,18808.1916,6.1563,58.0098
2018,300628.SZ,20200417,2790053.7987,31835.3925,11.0292,42.5248
2019,300629.SZ,20200417,134307.5742,5814.1807,4.2567,342.0401
2020,300630.SZ,20200417,1407837.0184,20051.802,16.8552,106.3303
2021,300631.SZ,20200417,178592.1005,10275.725,2.676,33.3501
2022,300632.SZ,20200417,189005.7029,12972.2514,4.3389,20.0028
2023,300633.SZ,20200417,1145228.63,40001.0,8.1671,45.985
2024,300634.SZ,20200417,412416.905,20088.5,6.0425,61.8431
2025,300635.SZ,20200417,182316.5074,8309.777,4.7519,54.4451
2026,300636.SZ,20200417,293417.1453,10895.5494,4.9046,72.2018
2027,300637.SZ,20200417,227282.3817,23168.4385,2.9741,22.7876
2028,300638.SZ,20200417,446805.4238,6050.175,7.6061,58.2719
2029,300639.SZ,20200417,536222.5626,15978.0263,7.1167,48.4074
2030,300640.SZ,20200417,77029.6826,10895.2875,4.6807,34.7626
2031,300641.SZ,20200417,101861.28,22338.0,1.6795,37.0019
2032,300642.SZ,20200417,230084.5935,5350.8045,3.3447,27.5611
2033,300643.SZ,20200417,122420.4837,8373.4941,6.5183,90.0463
2034,300644.SZ,20200417,136238.32,4122.1882,3.0897,91.863
2035,300645.SZ,20200417,127545.9137,8629.6288,3.0008,37.1796
2036,300647.SZ,20200417,104646.3057,8584.6026,4.6898,249.3579
2037,300648.SZ,20200417,87300.1055,6004.1338,3.7047,95.9622
2038,300649.SZ,20200417,57440.0,3200.0,5.6227,43.9132
2039,300650.SZ,20200417,65593.4255,4577.35,2.9216,29.7431
2040,300651.SZ,20200417,117040.4075,4475.7326,5.0241,95.0942
2041,300652.SZ,20200417,56092.2142,2952.2218,2.1536,20.1696
2042,300653.SZ,20200417,339445.04,4328.0,10.6638,58.4283
2043,300654.SZ,20200417,82320.1114,6554.149,3.6796,55.2934
2044,300655.SZ,20200417,358313.1482,10960.9406,6.2105,185.7302
2045,300656.SZ,20200417,108869.0209,5113.6224,4.252,39.4413
2046,300657.SZ,20200417,334554.0491,11775.9257,4.1603,32.6204
2047,300658.SZ,20200417,190218.0,4200.0,8.1727,83.4564
2048,300659.SZ,20200417,553540.3101,6550.7729,19.5082,89.8184
2049,300660.SZ,20200417,104484.6675,6538.4648,1.7896,20.6805
2050,300661.SZ,20200417,1631610.4762,5595.7558,27.0863,171.6338
2051,300662.SZ,20200417,307522.6187,9060.7725,7.2313,52.5755
2052,300663.SZ,20200417,438483.3504,18470.2338,11.0429,167.5143
2053,300664.SZ,20200417,456994.4478,33553.19,2.0322,39.74
2054,300665.SZ,20200417,74074.1592,7312.3553,2.7198,48.7374
2055,300666.SZ,20200417,481365.6052,9385.1746,16.4518,190.7918
2056,300667.SZ,20200417,137285.6143,5377.4232,3.6957,65.5886
2057,300668.SZ,20200417,72106.9151,4598.6553,3.3125,19.9459
2058,300669.SZ,20200417,104692.5,2585.0,6.7532,62.9684
2059,300670.SZ,20200417,101088.0,14040.0,2.6429,67.3301
2060,300671.SZ,20200417,220915.8016,7861.7723,6.7178,73.5831
2061,300672.SZ,20200417,492728.1249,10954.3825,7.5036,144.4772
2062,300673.SZ,20200417,118096.8142,4669.704,3.6893,26.4256
2063,300674.SZ,20200417,1142498.5517,27609.9215,8.9656,60.3703
2064,300675.SZ,20200417,104140.7097,8066.67,4.0421,54.6759
2065,300676.SZ,20200417,2498562.6577,24450.1679,9.0512,105.746
2066,300677.SZ,20200417,746749.9318,13075.6423,7.4303,69.3241
2067,300678.SZ,20200417,241357.131,10712.7,6.8108,86.6405
2068,300679.SZ,20200417,454996.4895,13339.0938,2.7762,39.9304
2069,300680.SZ,20200417,105150.59,4144.6823,3.4455,62.762
2070,300681.SZ,20200417,65696.4,1890.0,4.6636,
2071,300682.SZ,20200417,482601.616,17205.0487,4.112,18.7098
2072,300683.SZ,20200417,251627.1644,4744.9965,3.1168,58.2223
2073,300684.SZ,20200417,296326.1945,10412.0237,9.1413,50.9805
2074,300685.SZ,20200417,725350.9392,9110.16,12.9982,86.5002
2075,300686.SZ,20200417,191790.1287,8983.1442,5.7665,33.7678
2076,300687.SZ,20200417,169883.3803,9443.2118,4.7052,34.4779
2077,300688.SZ,20200417,123741.8429,5115.4131,6.0994,171.285
2078,300689.SZ,20200417,69705.44,1904.0,4.1343,45.4136
2079,300690.SZ,20200417,121157.8432,5224.5728,2.3945,16.8933
2080,300691.SZ,20200417,150956.4672,9905.28,3.7922,46.8116
2081,300692.SZ,20200417,122058.8844,10171.5737,2.2857,32.7008
2082,300693.SZ,20200417,128517.3578,7042.047,3.7729,51.5148
2083,300694.SZ,20200417,162820.8144,13411.9287,2.1379,32.6434
2084,300695.SZ,20200417,105536.4856,1667.77,2.2482,21.5339
2085,300696.SZ,20200417,216292.1227,4917.9655,6.2209,76.5541
2086,300697.SZ,20200417,78104.0,5200.0,3.7149,47.0929
2087,300698.SZ,20200417,88577.931,4211.9796,7.3443,657.4441
2088,300699.SZ,20200417,1668154.5683,32259.806,8.2588,51.3692
2089,300700.SZ,20200417,70102.4412,4485.121,2.4796,37.8716
2090,300701.SZ,20200417,112941.0795,3801.45,6.5814,43.3987
2091,300702.SZ,20200417,455760.7209,5305.7127,8.2913,95.6423
2092,300703.SZ,20200417,109983.6563,9908.4375,2.8043,24.3383
2093,300705.SZ,20200417,120555.0951,9905.924,3.7372,39.6757
2094,300706.SZ,20200417,183420.5862,6177.8574,9.4834,286.1208
2095,300707.SZ,20200417,114864.9428,7719.4182,3.5988,28.2691
2096,300708.SZ,20200417,119433.7953,9145.0073,4.6049,418.1111
2097,300709.SZ,20200417,493764.4683,5663.086,5.6136,208.0626
2098,300710.SZ,20200417,82737.232,3352.4,2.8979,117.2465
2099,300711.SZ,20200417,83461.7232,5426.64,4.6445,156.2388
2100,300712.SZ,20200417,92393.6102,7849.9244,2.1635,29.1482
2101,300713.SZ,20200417,82399.0751,6422.3753,2.6476,153.2118
2102,300715.SZ,20200417,271910.588,7836.04,6.0213,91.0942
2103,300716.SZ,20200417,86335.47,9477.0,1.7305,26.2645
2104,300717.SZ,20200417,61109.248,4249.6,2.5168,28.4795
2105,300718.SZ,20200417,85684.5,4950.0,2.8889,23.2636
2106,300719.SZ,20200417,133334.8835,13072.0474,2.6411,46.7827
2107,300720.SZ,20200417,57818.8044,4180.68,3.1064,32.0243
2108,300721.SZ,20200417,79746.5224,4199.3956,1.8122,233.4697
2109,300722.SZ,20200417,61320.0,2800.0,5.474,61.491
2110,300723.SZ,20200417,208415.0188,4632.4743,5.4194,34.8173
2111,300724.SZ,20200417,923620.2575,17000.1888,6.8954,56.9966
2112,300725.SZ,20200417,788672.0451,9694.8008,15.8984,77.4559
2113,300726.SZ,20200417,284059.4888,11022.875,6.3043,35.1909
2114,300727.SZ,20200417,53340.95,3893.5,3.2057,33.9774
2115,300729.SZ,20200417,53079.0503,2515.5948,2.3165,29.2244
2116,300730.SZ,20200417,116092.5545,8436.9589,5.0446,61.9225
2117,300731.SZ,20200417,268873.7226,8222.438,7.3943,82.6402
2118,300732.SZ,20200417,199754.7084,12069.7709,1.4673,10.5279
2119,300733.SZ,20200417,66005.8992,6783.7512,1.36,23.3447
2120,300735.SZ,20200417,443850.3772,16580.1411,5.7758,45.1606
2121,300736.SZ,20200417,81976.8565,7997.7421,4.7171,49.5162
2122,300737.SZ,20200417,564791.4424,30042.098,3.5398,61.6688
2123,300738.SZ,20200417,401973.1128,6025.68,11.4258,75.5068
2124,300739.SZ,20200417,132678.0,7020.0,3.9627,43.2061
2125,300740.SZ,20200417,147680.7514,19956.8583,2.4993,23.2741
2126,300741.SZ,20200417,362463.7252,11587.715,2.4787,15.5923
2127,300742.SZ,20200417,102934.1535,4296.0832,5.4825,88.6687
2128,300743.SZ,20200417,90321.3307,5490.6584,4.137,50.7156
2129,300745.SZ,20200417,118033.6306,6421.8515,1.9177,77.834
2130,300746.SZ,20200417,78749.6375,6771.25,2.1958,34.7019
2131,300747.SZ,20200417,863728.2184,9840.8137,7.3391,38.9615
2132,300748.SZ,20200417,822259.1233,25792.3188,10.7777,84.0129
2133,300749.SZ,20200417,93082.8483,8626.77,2.8006,28.9335
2134,300750.SZ,20200417,16469463.3531,120258.9511,8.0136,89.2935
2135,300751.SZ,20200417,437542.7754,2891.8888,5.7898,31.7828
2136,300752.SZ,20200417,73965.4207,3306.456,3.3733,31.4
2137,300753.SZ,20200417,154036.587,3823.1965,4.806,46.4466
2138,300755.SZ,20200417,274084.425,11911.5352,3.8274,42.6487
2139,300756.SZ,20200417,66518.7738,2357.9856,1.9462,20.9717
2140,300757.SZ,20200417,233627.0924,5486.78,5.9256,44.336
2141,300758.SZ,20200417,218896.8562,6859.82,3.0196,32.3046
2142,300759.SZ,20200417,1824022.7676,28323.3349,6.5866,93.493
2143,300760.SZ,20200417,12939556.6599,49913.4264,16.9501,67.3317
2144,300761.SZ,20200417,556689.425,11946.125,2.759,14.481
2145,300762.SZ,20200417,250553.3014,5290.3991,5.1624,61.5621
2146,300763.SZ,20200417,216352.3744,3238.808,6.1489,42.2171
2147,300765.SZ,20200417,264800.0,5000.0,4.4016,38.7705
2148,300766.SZ,20200417,834420.4493,30950.3134,6.3453,98.9752
2149,300767.SZ,20200417,360124.3409,4588.1557,6.4931,69.2085
2150,300768.SZ,20200417,582481.2531,14332.708,9.5714,80.8749
2151,300769.SZ,20200417,329948.9263,2394.4044,6.2175,60.0344
2152,300770.SZ,20200417,528494.4,3210.0,9.7125,102.9933
2153,300771.SZ,20200417,149675.0,2500.0,3.7764,20.9465
2154,300772.SZ,20200417,99725.93,7349.0,2.6298,37.4292
2155,300773.SZ,20200417,320680.15,4001.0,6.469,39.7608
2156,300775.SZ,20200417,138492.25,4955.0,7.8186,92.5712
2157,300776.SZ,20200417,203442.408,1653.6,5.5789,48.4517
2158,300777.SZ,20200417,130472.61,4001.0,13.3116,95.4906
2159,300778.SZ,20200417,68000.0,2000.0,2.9793,27.058
2160,300779.SZ,20200417,57350.0,2500.0,3.5347,35.9864
2161,300780.SZ,20200417,63989.15,3667.0,2.6326,32.6681
2162,300781.SZ,20200417,55585.9837,2113.5355,3.5721,33.8578
2163,300782.SZ,20200417,1315000.0,2500.0,30.8492,324.0255
2164,300783.SZ,20200417,320620.0,4100.0,16.4495,103.1996
2165,300785.SZ,20200417,219466.6776,1333.3334,11.6915,73.7521
2166,300786.SZ,20200417,63118.8,1335.0,3.2883,35.1489
2167,300787.SZ,20200417,110046.92,2122.0,3.9007,37.0705
2168,300788.SZ,20200417,204935.7964,4753.7879,4.8103,32.6251
2169,300789.SZ,20200417,72082.0,1150.0,4.1306,34.4779
2170,300790.SZ,20200417,110147.32,2858.0,3.6401,42.589
2171,300791.SZ,20200417,106920.0,2000.0,2.1998,21.0446
2172,300792.SZ,20200417,542360.0,2000.0,18.5755,133.64
2173,300793.SZ,20200417,128874.56,4168.0,4.3032,46.6885
2174,300795.SZ,20200417,59873.031,2504.1,3.9815,36.2227
2175,300796.SZ,20200417,62690.7,3030.0,2.5105,32.1556
2176,300797.SZ,20200417,91771.95,6205.0,5.1234,57.1543
2177,300798.SZ,20200417,54731.8,4178.0,4.5156,52.4596
2178,300799.SZ,20200417,144687.0,1700.0,9.2873,89.7522
2179,300800.SZ,20200417,147220.0,2000.0,3.5153,25.6037
2180,300801.SZ,20200417,114912.0,5400.0,2.7462,26.7837
2181,300802.SZ,20200417,108625.0,2500.0,4.5822,43.8202
2182,300803.SZ,20200417,311812.0,5690.0,20.3887,173.5735
2183,300805.SZ,20200417,102861.9,4233.0,6.4421,53.4731
2184,300806.SZ,20200417,89703.91,2921.0,3.323,32.2688
2185,300807.SZ,20200417,69887.0,1700.0,4.0843,47.8811
2186,300808.SZ,20200417,76280.0,4000.0,2.9091,34.2686
2187,300809.SZ,20200417,80735.34,3923.0,2.3313,23.4576
2188,300810.SZ,20200417,104016.0,1970.0,4.1716,48.4272
2189,300811.SZ,20200417,89784.0,1440.0,4.6479,52.059
2190,300812.SZ,20200417,97830.24,1938.0,5.4623,53.3571
2191,300813.SZ,20200417,71617.0,1300.0,6.8499,59.3809
2192,300815.SZ,20200417,444852.2,3460.0,9.4556,97.5393
2193,300816.SZ,20200417,70420.0,2000.0,4.3928,33.9826
2194,300817.SZ,20200417,59494.5,2106.0,2.8715,35.2678
2195,300818.SZ,20200417,55002.5,1750.0,2.5864,31.6976
2196,300820.SZ,20200417,140991.84,1584.0,5.7057,50.8039
2197,600000.SH,20200417,28665839.177,2810376.3899,0.6063,5.3545
2198,600004.SH,20200417,2936365.8094,206932.0514,1.8532,26.0046
2199,600006.SH,20200417,808000.0,200000.0,1.1058,14.5888
2200,600007.SH,20200417,1419261.0904,100728.2534,1.8747,18.3213
2201,600008.SH,20200417,1825028.8744,568544.8207,1.612,19.0427
2202,600009.SH,20200417,7405022.1605,109347.6397,4.0774,25.942
2203,600010.SH,20200417,3611202.1209,3167721.1587,0.9663,15.635
2204,600011.SH,20200417,4674026.7156,1099770.9919,0.9086,39.5603
2205,600012.SH,20200417,601449.6,116560.0,0.797,7.7978
2206,600015.SH,20200417,8309100.9511,1282268.6653,0.4803,4.5519
2207,600016.SH,20200417,20532569.3403,3546212.3213,0.5646,4.7102
2208,600017.SH,20200417,753535.2026,307565.3888,0.6384,11.9355
2209,600018.SH,20200417,10011027.4488,2317367.465,1.22,11.0469
2210,600019.SH,20200417,10922899.4341,2215598.2625,0.6288,5.0914
2211,600020.SH,20200417,851753.9243,224737.1832,0.8279,10.6629
2212,600021.SH,20200417,1779212.6992,234724.6305,1.251,20.6137
2213,600022.SH,20200417,1423051.4501,1094654.9616,0.6859,24.5751
2214,600023.SH,20200417,4705838.7358,1360068.9988,0.7461,11.6605
2215,600025.SH,20200417,3151584.0,892800.0,1.3688,10.95
2216,600026.SH,20200417,2306475.7018,273603.2861,1.2093,93.023
2217,600027.SH,20200417,2434518.5824,699574.3053,0.7563,10.0745
2218,600028.SH,20200417,43574343.597,9555777.1046,0.7469,9.5863
2219,600029.SH,20200417,4250436.7058,811152.0431,1.0016,25.4506
2220,600030.SH,20200417,22946679.0546,981466.17,1.7262,24.7148
2221,600031.SH,20200417,16523584.8702,843040.0444,3.8934,27.0322
2222,600033.SH,20200417,757454.4,274440.0,0.7964,9.1527
2223,600035.SH,20200417,509321.2745,161689.2935,0.8289,11.9998
2224,600036.SH,20200417,67786711.3937,2062894.4429,1.4357,8.9238
2225,600037.SH,20200417,1219197.4264,139177.7884,0.907,17.5622
2226,600038.SH,20200417,2603129.1779,58947.6716,3.1843,44.2547
2227,600039.SH,20200417,1337887.1833,345707.2825,0.9668,12.2379
2228,600048.SH,20200417,18877492.1063,1193267.5162,1.3451,6.7518
2229,600050.SH,20200417,11373452.8106,2149991.0795,1.1449,32.943
2230,600051.SH,20200417,217305.12,31088.0,0.8169,6.7906
2231,600052.SH,20200417,355689.9495,87178.9092,0.9926,30.1902
2232,600053.SH,20200417,1086019.704,43354.08,5.2649,38.2122
2233,600054.SH,20200417,447597.6,51330.0,1.4662,10.9185
2234,600055.SH,20200417,895050.8093,54081.6199,4.4799,58.373
2235,600056.SH,20200417,1699360.143,106810.8198,1.8979,11.0064
2236,600057.SH,20200417,1093829.2211,215745.4085,1.0113,9.8903
2237,600058.SH,20200417,716036.3549,107191.0711,1.7326,41.1624
2238,600059.SH,20200417,592648.2129,80852.4165,1.4425,34.4455
2239,600060.SH,20200417,1244365.6421,130848.1222,0.8732,31.7114
2240,600061.SH,20200417,5100422.6136,417383.1926,1.3219,17.4071
2241,600062.SH,20200417,1364554.9247,104323.771,1.5862,12.9327
2242,600063.SH,20200417,702951.5626,192589.4692,1.3723,18.2593
2243,600064.SH,20200417,1036967.829,123595.6888,0.9011,10.8202
2244,600066.SH,20200417,2818344.6309,221393.9223,1.7039,14.5259
2245,600067.SH,20200417,529699.3074,149211.0725,0.6824,12.6467
2246,600068.SH,20200417,3122039.0853,460477.7412,1.006,5.7372
2247,600069.SH,20200417,284170.9227,162383.3844,1.5467,
2248,600070.SH,20200417,478617.869,47909.6966,1.9155,24.0521
2249,600071.SH,20200417,216812.3523,23747.2456,5.1941,579.3352
2250,600072.SH,20200417,837852.3669,73624.9883,2.1953,128.0583
2251,600073.SH,20200417,786755.027,93772.9472,1.9578,25.7108
2252,600075.SH,20200417,466810.729,97252.2352,0.9806,9.4574
2253,600076.SH,20200417,385780.5201,103426.4129,0.9478,8.2504
2254,600077.SH,20200417,404716.9425,134012.2326,1.0087,9.8404
2255,600078.SH,20200417,337249.5862,66257.2861,1.9352,174.4371
2256,600079.SH,20200417,2583672.5656,128604.9062,2.7851,
2257,600080.SH,20200417,192641.6952,30529.5872,1.3097,61.4617
2258,600081.SH,20200417,334568.52,31356.0,2.4745,22.7742
2259,600082.SH,20200417,216292.8157,63428.9782,1.2878,147.1096
2260,600083.SH,20200417,194706.3004,22799.3326,96.4013,
2261,600084.SH,20200417,285426.6148,112372.683,1.3045,
2262,600085.SH,20200417,3465705.3521,137147.0262,3.7528,35.1693
2263,600086.SH,20200417,211369.0032,105684.5016,1.6262,
2264,600088.SH,20200417,530938.044,39770.64,4.2964,59.0637
2265,600089.SH,20200417,2930592.7905,371431.2789,0.9645,14.5192
2266,600090.SH,20200417,587382.4816,143966.2945,0.9076,11.1062
2267,600091.SH,20200417,157031.0961,43741.2524,1.7386,386.2027
2268,600093.SH,20200417,1425508.325,112244.75,1.8139,17.5133
2269,600094.SH,20200417,1725666.5612,227660.4962,1.4874,34.0733
2270,600095.SH,20200417,338142.6968,36126.3565,4.0012,223.3937
2271,600096.SH,20200417,680510.2561,132137.9138,1.5307,60.0211
2272,600097.SH,20200417,228988.3094,22627.3033,1.4254,17.3767
2273,600098.SH,20200417,1583920.2002,272619.6558,0.9402,22.5948
2274,600099.SH,20200417,131910.24,21912.0,2.7828,498.1889
2275,600100.SH,20200417,2388902.5545,296389.8951,1.4401,
2276,600101.SH,20200417,251595.304,42143.267,1.07,24.7193
2277,600103.SH,20200417,463469.3792,230581.7807,1.2941,36.3421
2278,600104.SH,20200417,22198576.5935,1168346.1365,0.889,8.6702
2279,600105.SH,20200417,569651.9972,123837.3907,2.0661,29.606
2280,600106.SH,20200417,343130.107,120820.4602,0.9153,13.7163
2281,600107.SH,20200417,433080.0,36000.0,7.1075,503.2926
2282,600108.SH,20200417,656110.3958,194691.5121,1.3569,77.4335
2283,600109.SH,20200417,2906409.2969,302435.931,1.4025,22.3821
2284,600110.SH,20200417,614266.6598,115031.2097,2.7891,63.1854
2285,600111.SH,20200417,3298823.928,363306.6,3.4584,56.5069
2286,600112.SH,20200417,80963.5705,50920.4846,0.7292,47.166
2287,600113.SH,20200417,260024.4931,41143.116,1.7941,24.8428
2288,600114.SH,20200417,565009.6018,61016.1557,2.5546,17.4052
2289,600115.SH,20200417,4178414.9005,980848.5682,1.0451,21.8393
2290,600116.SH,20200417,879802.8748,99300.5502,2.8787,45.9009
2291,600117.SH,20200417,326076.8946,104511.8252,2.7363,
2292,600118.SH,20200417,3924681.4391,118248.9135,7.0192,93.9728
2293,600119.SH,20200417,172144.0,30740.0,8.5218,28.4681
2294,600120.SH,20200417,1146368.5444,121052.6446,1.3309,18.768
2295,600121.SH,20200417,246119.2317,121841.2038,0.7181,16.1426
2296,600122.SH,20200417,187637.8527,115825.835,0.323,
2297,600123.SH,20200417,596332.8,114240.0,0.5547,5.5181
2298,600125.SH,20200417,629261.5433,130552.1874,1.0538,13.8398
2299,600126.SH,20200417,2681488.1319,337718.9083,1.4141,29.2151
2300,600127.SH,20200417,584022.7284,64178.3218,8.1365,459.0389
2301,600128.SH,20200417,159411.805,24676.75,1.0358,
2302,600129.SH,20200417,701075.5892,54389.107,2.1324,102.1629
2303,600130.SH,20200417,291840.0,76800.0,3.2302,104.5422
2304,600131.SH,20200417,824286.3585,40765.8931,4.7983,217.6982
2305,600132.SH,20200417,2482772.2457,48397.1198,18.3676,61.4574
2306,600133.SH,20200417,458879.0862,69317.0825,1.1757,14.7623
2307,600135.SH,20200417,281981.7517,37299.1735,1.6469,49.1671
2308,600136.SH,20200417,433325.1455,48688.2186,1.073,29.2332
2309,600137.SH,20200417,137076.7991,9721.7588,2.7125,47.0056
2310,600138.SH,20200417,731802.24,72384.0,1.1101,12.8803
2311,600139.SH,20200417,188638.7948,66189.0508,4.8323,646.4504
2312,600141.SH,20200417,678678.2903,71364.6993,1.1559,24.3088
2313,600143.SH,20200417,2378027.0449,257362.2343,2.5023,38.1067
2314,600145.SH,20151204,279486.9,37768.5,,
2315,600146.SH,20200417,611900.94,46997.0,6.7395,
2316,600148.SH,20200417,185245.0331,14151.645,4.2061,51.7383
2317,600149.SH,20200417,199584.0,38016.0,9.8796,970.4082
2318,600150.SH,20200417,2555030.0267,137811.7598,1.4927,160.0031
2319,600151.SH,20200417,615294.2311,143425.2287,1.0434,159.6839
2320,600152.SH,20200417,179864.2398,30027.419,1.8283,46.1951
2321,600153.SH,20200417,2174598.8065,283520.053,0.7772,4.6545
2322,600155.SH,20200417,2087467.9776,173955.6648,1.383,139.6664
2323,600156.SH,20200417,176928.7089,40211.0702,2.5709,
2324,600157.SH,20200417,1615353.3924,1242579.5326,0.6746,245.0531
2325,600158.SH,20200417,556241.1016,65749.5392,4.1848,85.0709
2326,600159.SH,20200417,217460.8468,83000.3232,0.9262,21.4977
2327,600160.SH,20200417,1913380.7738,274516.6103,1.4735,8.8889
2328,600161.SH,20200417,3636831.1216,104536.6807,8.9343,59.5135
2329,600162.SH,20200417,689343.6291,339578.1424,1.3557,13.5471
2330,600163.SH,20200417,322827.2693,99946.523,1.2576,36.2502
2331,600165.SH,20200417,293815.1395,68488.3775,3.2166,312.5489
2332,600166.SH,20200417,1216410.5287,657519.2047,0.8033,
2333,600167.SH,20200417,3221672.2208,228811.9475,4.7837,24.466
2334,600168.SH,20200417,601005.5291,70956.9692,1.1603,21.4701
2335,600169.SH,20200417,530738.685,256395.5,1.2679,139.8662
2336,600170.SH,20200417,2920642.4548,890439.7728,0.8783,10.5064
2337,600171.SH,20200417,1156254.1385,67380.7773,3.9692,50.1642
2338,600172.SH,20200417,342782.2401,122422.2286,0.8977,
2339,600173.SH,20200417,324709.1692,69980.4244,1.2612,5.6396
2340,600175.SH,20200417,396990.2538,357648.8773,0.412,
2341,600176.SH,20200417,2976960.8217,350230.6849,1.9026,13.9838
2342,600177.SH,20200417,3234046.9596,501402.6294,1.1996,8.7955
2343,600178.SH,20200417,204239.36,46208.0,1.0861,366.6984
2344,600179.SH,20200417,286296.7582,67363.9431,2.5758,12.8576
2345,600180.SH,20200417,597688.7488,101647.7464,0.9883,12.5705
2346,600182.SH,20200417,222870.0,17000.0,4.6321,50.1717
2347,600183.SH,20200417,6591850.1206,227619.134,7.462,45.4997
2348,600184.SH,20200417,484849.0672,50876.0826,2.0638,83.6625
2349,600185.SH,20200417,946040.9664,206109.143,1.2042,18.4547
2350,600186.SH,20200417,413977.1865,137992.3955,13.3142,59.7969
2351,600187.SH,20200417,383712.9497,165393.5128,1.125,369.0061
2352,600188.SH,20200417,2551416.129,295987.95,0.669,5.3537
2353,600189.SH,20200417,156459.1449,47700.9588,0.7761,56.0135
2354,600190.SH,20200417,516050.5137,177948.453,0.9172,34.6379
2355,600191.SH,20200417,363699.0,48493.2,1.9269,
2356,600192.SH,20200417,209830.3,44174.8,1.083,181.2819
2357,600193.SH,20200417,160365.621,42537.3,6.5935,55.8908
2358,600195.SH,20200417,1119560.232,84240.8,2.7052,26.9365
2359,600196.SH,20200417,7154988.7241,201095.8045,2.8596,27.4529
2360,600197.SH,20200417,567684.266,43434.1443,2.3386,13.2672
2361,600198.SH,20200417,800333.3541,88045.4735,,14.2244
2362,600199.SH,20200417,306873.5118,60646.9391,1.1364,32.6675
2363,600200.SH,20200417,519569.117,71076.4866,2.2083,80.6952
2364,600201.SH,20200417,2689461.6955,112624.0241,5.6173,121.6722
2365,600202.SH,20200417,164836.489,38334.0672,2.4623,32.5924
2366,600203.SH,20200417,413084.6436,45644.712,1.9634,93.7024
2367,600206.SH,20200417,1051005.6873,84147.7732,3.4536,99.8099
2368,600207.SH,20200417,351223.0814,86295.5974,2.1951,
2369,600208.SH,20200417,2708424.1551,859817.1921,0.7662,10.8084
2370,600209.SH,20200417,159800.0655,43901.1169,2.7464,193.1259
2371,600210.SH,20200417,656746.7564,151673.6158,1.4131,15.1764
