,ts_code,ann_date,f_ann_date,end_date,c_recp_return_invest,n_cashflow_act
0,000001.SZ,20200214,20200214,20191231,30934000000.0,-40025000000.0
1,000002.SZ,20200318,20200318,20191231,2911602779.14,45686809515.08
2,000006.SZ,20200409,20200409,20191231,,-194256904.36
3,000011.SZ,20200318,20200318,20191231,,939789565.96
4,000014.SZ,20200327,20200327,20191231,,32487473.29
5,000025.SZ,20200403,20200403,20191231,54752103.23,78911353.03
6,000026.SZ,20200320,20200320,20191231,,444820768.61
7,000029.SZ,20200314,20200314,20191231,37502720.55,603607724.75
8,000031.SZ,20200331,20200331,20191231,309388551.77,4064992371.91
9,000034.SZ,20200331,20200331,20191231,64121425.71,1499628700.32
10,000037.SZ,20200320,20200320,20191231,6273.97,202943908.61
11,000039.SZ,20200327,20200327,20191231,198926000.0,3538522000.0
12,000045.SZ,20200314,20200314,20191231,5821323.94,383145788.5
13,000049.SZ,20200417,20200417,20191231,14034176.29,1594569915.55
14,000050.SZ,20200318,20200318,20191231,,4760660819.6
15,000055.SZ,20200418,20200418,20191231,59694513.21,-5284830.77
16,000059.SZ,20200403,20200403,20191231,5200000.0,2723475056.01
17,000060.SZ,20200310,20200310,20191231,193975675.8,2221317093.4
18,000062.SZ,20200326,20200326,20191231,1819174.57,694563669.15
19,000063.SZ,20200328,20200328,20191231,210091000.0,7446554000.0
20,000065.SZ,20200420,20200420,20191231,5861753.36,-1578507979.3
21,000088.SZ,20200409,20200409,20191231,377490031.08,259523794.73
22,000089.SZ,20200328,20200328,20191231,77147664.11,963530678.46
23,000090.SZ,20200414,20200414,20191231,17093736.05,292417758.34
24,000096.SZ,20200331,20200331,20191231,71814922.87,104395678.36
25,000099.SZ,20200324,20200324,20191231,7691417.37,765760163.1
26,000100.SZ,20200331,20200331,20191231,814671000.0,11490096000.0
27,000151.SZ,20200325,20200325,20191231,,-526157266.14
28,000157.SZ,20200331,20200331,20191231,843630394.29,6219349490.09
29,000166.SZ,20200328,20200328,20191231,3288775070.12,10115907964.23
30,000301.SZ,20200409,20200409,20191231,70829442.76,5215122982.16
31,000338.SZ,20200327,20200327,20191231,381796817.72,23834693282.66
32,000400.SZ,20200410,20200410,20191231,,76031068.53
33,000401.SZ,20200319,20200319,20191231,368977451.93,8219097476.16
34,000404.SZ,20200411,20200411,20191231,30202646.62,782449500.7
35,000407.SZ,20200328,20200328,20191231,5362287.24,590797664.03
36,000409.SZ,20200328,20200328,20191231,,-23936163.47
37,000416.SZ,20200321,20200321,20191231,6356704.86,-92577962.8
38,000417.SZ,20200328,20200328,20191231,23298777.3,-393519600.1
39,000419.SZ,20200418,20200418,20191231,34529963.72,-70865957.11
40,000420.SZ,20200410,20200410,20191231,,74933366.42
41,000421.SZ,20200417,20200417,20191231,20368408.73,-906643524.53
42,000423.SZ,20200327,20200327,20191231,92186986.06,-1119993996.91
43,000428.SZ,20200330,20200330,20191231,,391211419.77
44,000429.SZ,20200407,20200407,20191231,420177836.09,1988551897.83
45,000488.SZ,20200328,20200328,20191231,12000000.0,12232707222.94
46,000502.SZ,20200330,20200330,20191231,,-11656244.82
47,000505.SZ,20200328,20200328,20191231,8600589.61,297366794.05
48,000507.SZ,20200416,20200416,20191231,123809838.8,305400200.11
49,000509.SZ,20200331,20200331,20191231,,-6361382.4
50,000513.SZ,20200326,20200326,20191231,8471843.49,1767162882.77
51,000514.SZ,20200326,20200326,20191231,6000000.0,162298095.18
52,000520.SZ,20200417,20200417,20191231,29021.06,52220802.68
53,000521.SZ,20200328,20200328,20191231,53507866.92,1285003985.04
54,000523.SZ,20200415,20200415,20191231,4293672.96,-556824311.36
55,000529.SZ,20200418,20200418,20191231,,149041526.0
56,000530.SZ,20200418,20200418,20191231,112384931.89,12695071.81
57,000531.SZ,20200418,20200418,20191231,55675167.55,757405602.54
58,000532.SZ,20200325,20200325,20191231,48595720.38,150316661.75
59,000534.SZ,20200229,20200229,20191231,2442.89,155333410.42
60,000538.SZ,20200327,20200327,20191231,267635121.35,2104744825.43
61,000539.SZ,20200418,20200418,20191231,239149433.0,8272683112.0
62,000541.SZ,20200410,20200410,20191231,51173422.0,508084757.46
63,000544.SZ,20200328,20200328,20191231,6889227.9,770517451.95
64,000546.SZ,20200415,20200415,20191231,19695726.35,641765715.23
65,000548.SZ,20200328,20200328,20191231,0.0,-68901283.52
66,000550.SZ,20200326,20200326,20191231,47385707.0,2736867238.0
67,000551.SZ,20200324,20200324,20191231,13767877.79,282617264.97
68,000552.SZ,20200331,20200331,20191231,7841327.23,463056160.73
69,000555.SZ,20200331,20200331,20191231,5099072.24,289967552.2
70,000557.SZ,20200328,20200328,20191231,1086284.56,173056016.35
71,000559.SZ,20200420,20200420,20191231,98996060.83,1276455926.64
72,000561.SZ,20200411,20200411,20191231,3628416.21,238307970.52
73,000565.SZ,20200320,20200320,20191231,5944562.46,12879720.93
74,000570.SZ,20200411,20200411,20191231,8488216.45,-20542857.52
75,000572.SZ,20200331,20200331,20191231,17841474.99,-58263765.98
76,000573.SZ,20200414,20200414,20191231,456164.38,-292783060.66
77,000576.SZ,20200328,20200328,20191231,5831406.87,-3295348.22
78,000582.SZ,20200418,20200418,20191231,,1552455593.76
79,000586.SZ,20200408,20200408,20191231,,-14837915.66
80,000590.SZ,20200409,20200409,20191231,,29208436.19
81,000591.SZ,20200418,20200418,20191231,5567174.29,1823526056.7
82,000597.SZ,20200420,20200420,20191231,,352599584.1
83,000598.SZ,20200402,20200402,20191231,,1881443807.79
84,000600.SZ,20200324,20200324,20191231,258187102.22,2484173637.85
85,000603.SZ,20200317,20200317,20191231,9856512.65,597693409.65
86,000610.SZ,20200415,20200415,20191231,10566771.36,-41208320.71
87,000612.SZ,20200326,20200326,20191231,60000996.07,727165738.46
88,000613.SZ,20200321,20200321,20191231,,4713661.51
89,000617.SZ,20200402,20200402,20191231,7274727364.2,30033523276.48
90,000619.SZ,20200321,20200321,20191231,11056198.31,172128569.94
91,000627.SZ,20200415,20200415,20191231,9217544908.6,28599558516.6
92,000628.SZ,20200229,20200229,20191231,5301796.15,-243347315.69
93,000629.SZ,20200331,20200331,20191231,33211949.14,3281821608.99
94,000631.SZ,20200326,20200326,20191231,,361106832.34
95,000635.SZ,20200331,20200331,20191231,7282333.33,-80978192.92
96,000652.SZ,20200410,20200410,20191231,128298033.79,1275327542.91
97,000655.SZ,20200321,20200321,20191231,40638471.61,430771749.45
98,000656.SZ,20200324,20200324,20191231,1095997.81,2238735231.98
99,000661.SZ,20200327,20200327,20191231,24932900.3,1934670685.08
100,000666.SZ,20200325,20200325,20191231,117059852.75,16151262.5
101,000670.SZ,20200320,20200320,20191231,,-26005033.49
102,000672.SZ,20200415,20200415,20191231,31876087.1,3124977972.35
103,000680.SZ,20200327,20200327,20191231,60754581.31,402212825.55
104,000682.SZ,20200415,20200415,20191231,6704937.33,508350957.01
105,000686.SZ,20200410,20200410,20191231,483090388.57,7828127331.59
106,000688.SZ,20200410,20200410,20191231,34504979.01,339230430.5
107,000698.SZ,20200410,20200410,20191231,,1007803547.19
108,000702.SZ,20200403,20200403,20191231,96200.0,92052932.04
109,000705.SZ,20200415,20200415,20191231,1047320.69,118359124.14
110,000708.SZ,20200306,20200306,20191231,30199277.4,7926316139.91
111,000710.SZ,20200415,20200415,20191231,,123056710.01
112,000712.SZ,20200306,20200306,20191231,35160159.08,2543021731.44
113,000715.SZ,20200402,20200402,20191231,4255595.76,156014294.51
114,000717.SZ,20200331,20200331,20191231,,2070808843.72
115,000718.SZ,20200415,20200415,20191231,32587559.13,-593490155.96
116,000721.SZ,20200415,20200415,20191231,,-33751788.39
117,000722.SZ,20200328,20200328,20191231,4969272.9,129171692.95
118,000727.SZ,20200415,20200415,20191231,,637322531.17
119,000728.SZ,20200330,20200330,20191231,53172406.59,4782949394.5
120,000733.SZ,20200418,20200418,20191231,170889739.97,259506185.23
121,000735.SZ,20200331,20200331,20191231,43437036.44,-38177645.31
122,000736.SZ,20200407,20200407,20191231,358242609.3,-4611721889.59
123,000737.SZ,20200401,20200401,20191231,4098510.79,9180339.49
124,000738.SZ,20200410,20200410,20191231,,1164397161.49
125,000739.SZ,20200312,20200312,20191231,11457997.68,1360066190.36
126,000750.SZ,20200328,20200328,20191231,807844022.43,3819009116.02
127,000755.SZ,20200410,20200410,20191231,,478560437.22
128,000756.SZ,20200323,20200323,20191231,7514057.09,348271406.17
129,000768.SZ,20200331,20200331,20191231,8640696.53,553466341.63
130,000776.SZ,20200328,20200328,20191231,4310538563.89,40208933233.98
131,000779.SZ,20200331,20200331,20191231,67671.23,171492563.08
132,000786.SZ,20200321,20200321,20191231,70341383.22,1984992469.7
133,000789.SZ,20200326,20200326,20191231,56624926.55,2453107949.55
134,000790.SZ,20200417,20200417,20191231,,65027238.4
135,000791.SZ,20200328,20200328,20191231,70130923.2,1531225612.47
136,000793.SZ,20200415,20200415,20191231,47418170.34,-307341645.5
137,000795.SZ,20200313,20200313,20191231,16879377.76,267268391.96
138,000798.SZ,20200410,20200410,20191231,1643281.39,-4220887.74
139,000799.SZ,20200417,20200417,20191231,13496712.34,381909590.49
140,000800.SZ,20200328,20200328,20191231,13460883.88,2098335078.17
141,000807.SZ,20200324,20200324,20191231,552155.33,3683920646.97
142,000810.SZ,20200324,20200324,20191231,10098145.88,60738527.13
143,000818.SZ,20200407,20200407,20191231,554445.58,219974768.75
144,000819.SZ,20200331,20200331,20191231,3392836.98,46486605.74
145,000822.SZ,20200402,20200402,20191231,7326349.48,587394506.77
146,000823.SZ,20200402,20200402,20191231,4230314.65,672852481.29
147,000828.SZ,20200318,20200318,20191231,94131566.14,1490560434.88
148,000830.SZ,20200414,20200414,20191231,,3095808905.78
149,000833.SZ,20200411,20200411,20191231,1816509.91,109520182.17
150,000838.SZ,20200414,20200414,20191231,20813306.97,1826484238.3
151,000848.SZ,20200328,20200328,20191231,,675423689.39
152,000856.SZ,20200313,20200313,20191231,,9507728.57
153,000859.SZ,20200402,20200402,20191231,6303678.62,56030788.04
154,000862.SZ,20200324,20200324,20191231,,614440011.29
155,000868.SZ,20200317,20200317,20191231,7888739.45,522262692.44
156,000875.SZ,20200327,20200327,20191231,8910533.5,2630586972.91
157,000876.SZ,20200401,20200401,20191231,646305494.11,4436893031.04
158,000877.SZ,20200321,20200321,20191231,1003384.67,2676069554.79
159,000878.SZ,20200410,20200410,20191231,27095028.12,1071082933.85
160,000880.SZ,20200328,20200328,20191231,15812000.0,135920330.86
161,000885.SZ,20200420,20200420,20191231,50051763.57,1185869069.36
162,000895.SZ,20200325,20200325,20191231,142409314.58,4423615424.35
163,000897.SZ,20200312,20200312,20191231,4594088.21,496109344.52
164,000898.SZ,20200328,20200328,20191231,209000000.0,10020000000.0
165,000899.SZ,20200417,20200417,20191231,45224898.05,349307113.55
166,000903.SZ,20200415,20200415,20191231,11746231.32,1275823425.3
167,000905.SZ,20200320,20200320,20191231,117431867.66,638130947.74
168,000909.SZ,20200311,20200311,20191231,,-149758776.8
169,000911.SZ,20200413,20200413,20191231,950000.0,551456229.5
170,000912.SZ,20200327,20200327,20191231,9173675.29,187151396.35
171,000915.SZ,20200307,20200307,20191231,13074436.47,243541497.4
172,000919.SZ,20200331,20200331,20191231,42659211.79,465847095.18
173,000920.SZ,20200403,20200403,20191231,222461214.08,74403931.59
174,000921.SZ,20200415,20200415,20191231,55224136.96,2005337052.56
175,000922.SZ,20200409,20200409,20191231,11663500.0,266669388.83
176,000927.SZ,20200409,20200409,20191231,13870227.72,-702593579.14
177,000929.SZ,20200415,20200415,20191231,30643009.74,-14325199.18
178,000932.SZ,20200319,20200319,20191231,123921773.11,10770601211.89
179,000949.SZ,20200408,20200408,20191231,,267710706.26
180,000950.SZ,20200417,20200417,20191231,34359028.05,202411337.12
181,000951.SZ,20200401,20200401,20191231,,2603680460.91
182,000960.SZ,20200417,20200417,20191231,,2100877375.3
183,000965.SZ,20200320,20200320,20191231,2605845.79,-341578570.19
184,000969.SZ,20200410,20200410,20191231,3951796.48,743384903.72
185,000972.SZ,20200416,20200416,20191231,,142656995.36
186,000973.SZ,20200326,20200326,20191231,46328728.79,-328991298.91
187,000975.SZ,20200321,20200321,20191231,29311070.14,1146213017.03
188,000977.SZ,20200418,20200418,20191231,173425757.14,865349167.93
189,000978.SZ,20200326,20200326,20191231,26068717.84,188676202.71
190,000985.SZ,20200418,20200418,20191231,42525.0,119361712.66
191,000987.SZ,20200229,20200229,20191231,213119494.75,3381533439.56
192,000988.SZ,20200418,20200418,20191231,12186232.42,413254822.89
193,000990.SZ,20200418,20200418,20191231,2239853.81,1021365265.57
194,000993.SZ,20200401,20200401,20191231,11358206.01,162237545.71
195,000999.SZ,20200320,20200320,20191231,52689597.49,1971829766.14
196,001696.SZ,20200328,20200328,20191231,15075353.69,787579251.92
197,001872.SZ,20200416,20200416,20191231,1804725809.65,5501873415.94
198,001896.SZ,20200327,20200327,20191231,15827667.87,1575564903.57
199,001914.SZ,20200414,20200414,20191231,44428280.21,358910552.72
200,001965.SZ,20200418,20200418,20191231,1139202174.4,4309530492.73
201,002004.SZ,20200415,20200415,20191231,186083065.14,2082144717.55
202,002006.SZ,20200416,20200416,20191231,788580.24,-21197954.28
203,002007.SZ,20200324,20200324,20191231,124961392.74,1362760281.36
204,002011.SZ,20200321,20200321,20191231,,633756733.91
205,002012.SZ,20200331,20200331,20191231,1353003.4,128344413.19
206,002013.SZ,20200331,20200331,20191231,1798295.5,1560067711.41
207,002014.SZ,20200228,20200228,20191231,10680305.6,428432150.13
208,002019.SZ,20200415,20200415,20191231,11105019.78,937240420.29
209,002020.SZ,20200402,20200402,20191231,151799548.76,535301257.28
210,002023.SZ,20200331,20200331,20191231,26399954.41,309932486.11
211,002024.SZ,20200418,20200418,20191231,3640102000.0,-17864555000.0
212,002025.SZ,20200414,20200414,20191231,,265348926.68
213,002028.SZ,20200418,20200418,20191231,6772129.18,831389944.0
214,002029.SZ,20200418,20200418,20191231,135104162.63,327558408.25
215,002031.SZ,20200417,20200417,20191231,1590135.35,448419078.55
216,002033.SZ,20200331,20200331,20191231,14082957.53,293190041.49
217,002039.SZ,20200327,20200327,20191231,4890000.0,1974709759.99
218,002046.SZ,20200411,20200411,20191231,4285586.33,70226278.71
219,002049.SZ,20200402,20200402,20191231,9584258.97,265928883.56
220,002053.SZ,20200328,20200328,20191231,7345010.68,528618071.83
221,002054.SZ,20200229,20200229,20191231,31972766.99,177766471.68
222,002056.SZ,20200312,20200312,20191231,14205908.73,742945832.99
223,002057.SZ,20200420,20200420,20191231,3774854.63,65706617.56
224,002058.SZ,20200331,20200331,20191231,1543139.19,-7023433.15
225,002060.SZ,20200414,20200414,20191231,,3124514596.37
226,002066.SZ,20200331,20200331,20191231,,163684665.44
227,002067.SZ,20200403,20200403,20191231,2388914.5,1261013682.16
228,002075.SZ,20200331,20200331,20191231,162078556.24,304024644.69
229,002080.SZ,20200318,20200318,20191231,8273979.72,2969563548.54
230,002084.SZ,20200331,20200331,20191231,5787460.49,124147511.66
231,002097.SZ,20200326,20200326,20191231,,737419083.89
232,002099.SZ,20200123,20200123,20191231,,612399095.31
233,002106.SZ,20200411,20200411,20191231,2910071.89,616166411.42
234,002109.SZ,20200418,20200418,20191231,,329687728.0
235,002110.SZ,20200416,20200416,20191231,23388052.25,2091812219.09
236,002112.SZ,20200416,20200416,20191231,1552500.0,-40006354.16
237,002114.SZ,20200317,20200317,20191231,,337662898.05
238,002117.SZ,20200414,20200414,20191231,19779569.03,423158918.42
239,002119.SZ,20200324,20200324,20191231,,-8410488.04
240,002127.SZ,20200416,20200416,20191231,33933372.78,1254911826.62
241,002129.SZ,20200328,20200328,20191231,216317666.54,2506972805.21
242,002134.SZ,20200228,20200228,20191231,709643.85,15302240.59
243,002135.SZ,20200310,20200310,20191231,49175.11,320194744.95
244,002136.SZ,20200229,20200229,20191231,,125855063.13
245,002138.SZ,20200317,20200317,20191231,,662715967.27
246,002139.SZ,20200331,20200331,20191231,6148573.13,404477700.2
247,002140.SZ,20200331,20200331,20191231,,330257894.44
248,002145.SZ,20200410,20200410,20191231,2809808.23,560242354.94
249,002146.SZ,20200408,20200408,20191231,346164262.18,2119738883.8
250,002149.SZ,20200418,20200418,20191231,,143564422.04
251,002152.SZ,20200331,20200331,20191231,60299228.38,928652454.29
252,002155.SZ,20200324,20200324,20191231,,830766906.95
253,002156.SZ,20200331,20200331,20191231,,1415222975.2
254,002162.SZ,20200328,20200328,20191231,2999882.11,132140708.26
255,002163.SZ,20200318,20200318,20191231,,469977027.78
256,002165.SZ,20200313,20200313,20191231,2789989.94,256238564.21
257,002166.SZ,20200415,20200415,20191231,8776023.67,-168989371.43
258,002167.SZ,20200324,20200324,20191231,1709500.0,44103310.94
259,002172.SZ,20200416,20200416,20191231,81111.11,-627620902.87
260,002175.SZ,20200318,20200318,20191231,,2877965.49
261,002179.SZ,20200331,20200331,20191231,9256088.46,821750684.06
262,002181.SZ,20200309,20200309,20191231,108390658.69,12976027.34
263,002182.SZ,20200318,20200318,20191231,950496.95,307308732.44
264,002183.SZ,20200408,20200408,20191231,51530724.0,2613956558.0
265,002186.SZ,20200414,20200414,20191231,42741357.26,68510033.5
266,002187.SZ,20200415,20200415,20191231,3187236.05,209588879.73
267,002190.SZ,20200402,20200402,20191231,89100.0,-62418162.61
268,002191.SZ,20200415,20200415,20191231,87350132.71,1189888045.76
269,002199.SZ,20200418,20200418,20191231,127395.88,11197145.54
270,002200.SZ,20200409,20200409,20191231,13000000.0,-106331871.45
271,002202.SZ,20200401,20200401,20191231,86464136.49,5928782879.45
272,002205.SZ,20200416,20200416,20191231,,108249349.28
273,002206.SZ,20200413,20200413,20191231,55297.41,724641940.83
274,002208.SZ,20200414,20200414,20191231,,521138023.93
275,002211.SZ,20200407,20200407,20191231,,-245379152.72
276,002222.SZ,20200418,20200418,20191231,2833097.6,106161814.57
277,002223.SZ,20200418,20200418,20191231,18098210.62,614203042.11
278,002225.SZ,20200325,20200325,20191231,843791.12,574378475.55
279,002231.SZ,20200331,20200331,20191231,556833.1,134169915.14
280,002232.SZ,20200418,20200418,20191231,,192028691.72
281,002233.SZ,20200317,20200317,20191231,132784855.1,2077724552.45
282,002236.SZ,20200403,20200403,20191231,11205093.27,1600604287.7
283,002237.SZ,20200320,20200320,20191231,47746346.47,516218867.51
284,002238.SZ,20200410,20200410,20191231,,452633477.02
285,002239.SZ,20200417,20200417,20191231,15000000.0,140865887.99
286,002241.SZ,20200417,20200417,20191231,3932777.81,5451430414.59
287,002242.SZ,20200401,20200401,20191231,80293941.46,1253024651.38
288,002243.SZ,20200325,20200325,20191231,33175203.21,555069108.76
289,002245.SZ,20200229,20200229,20191231,4725457.42,670849044.98
290,002248.SZ,20200402,20200402,20191231,,22394652.2
291,002254.SZ,20200331,20200331,20191231,14307854.44,290174692.91
292,002258.SZ,20200312,20200312,20191231,,589723367.15
293,002261.SZ,20200414,20200414,20191231,572770.04,151872724.59
294,002262.SZ,20200328,20200328,20191231,6065745.49,305972855.81
295,002263.SZ,20200415,20200415,20191231,,205721315.25
296,002285.SZ,20200331,20200331,20191231,22711649.86,1574430963.17
297,002292.SZ,20200410,20200410,20191231,4883457.14,280882168.4
298,002293.SZ,20200418,20200418,20191231,29119093.49,761423820.09
299,002294.SZ,20200411,20200411,20191231,21806378.18,1506644799.33
300,002296.SZ,20200410,20200410,20191231,5079219.51,230703862.97
301,002299.SZ,20200328,20200328,20191231,3547298.96,4849609241.85
302,002300.SZ,20200410,20200410,20191231,2967831.28,576045633.39
303,002302.SZ,20200410,20200410,20191231,883629.59,2063988573.58
304,002303.SZ,20200328,20200328,20191231,18813019.26,441130346.32
305,002306.SZ,20200317,20200317,20191231,,-16921006.03
306,002308.SZ,20200418,20200418,20191231,14119964.21,182795246.68
307,002312.SZ,20200331,20200331,20191231,9754629.48,60796619.74
308,002315.SZ,20200208,20200208,20191231,17712531.69,152302276.2
309,002318.SZ,20200331,20200331,20191231,15266222.13,606938473.17
310,002320.SZ,20200305,20200305,20191231,713000.0,403045578.35
311,002324.SZ,20200321,20200321,20191231,,353156141.15
312,002326.SZ,20200417,20200417,20191231,9267900.01,382071954.08
313,002329.SZ,20200415,20200415,20191231,1324810.03,79361229.95
314,002333.SZ,20200411,20200411,20191231,11167503.65,20609102.87
315,002337.SZ,20200411,20200411,20191231,9139527.26,87287816.78
316,002344.SZ,20200411,20200411,20191231,4397013.15,935960981.17
317,002350.SZ,20200328,20200328,20191231,883492.87,206360058.98
318,002352.SZ,20200324,20200324,20191231,258922603.68,9121273475.49
319,002353.SZ,20200410,20200410,20191231,3408140.26,233161127.89
320,002362.SZ,20200328,20200328,20191231,16994973.28,88154130.58
321,002367.SZ,20200331,20200331,20191231,7811384.07,421322219.8
322,002370.SZ,20200314,20200314,20191231,421272.24,-55736754.67
323,002372.SZ,20200417,20200417,20191231,20194754.92,894652929.45
324,002373.SZ,20200415,20200415,20191231,8656179.04,937207167.51
325,002374.SZ,20200415,20200415,20191231,,158025340.77
326,002375.SZ,20200417,20200417,20191231,40893754.96,428560351.61
327,002379.SZ,20200320,20200320,20191231,,-112505234.9
328,002382.SZ,20200415,20200415,20191231,2460965.07,782789096.79
329,002395.SZ,20200414,20200414,20191231,26320.98,19338646.41
330,002396.SZ,20200327,20200327,20191231,20067185.45,763057151.38
331,002398.SZ,20200331,20200331,20191231,25724589.23,308300639.92
332,002401.SZ,20200328,20200328,20191231,,395146017.2
333,002402.SZ,20200409,20200409,20191231,5634459.34,471661761.59
334,002404.SZ,20200415,20200415,20191231,100234926.96,158485122.48
335,002410.SZ,20200326,20200326,20191231,32352603.05,640918549.42
336,002419.SZ,20200320,20200320,20191231,124568525.38,1458986590.27
337,002428.SZ,20200327,20200327,20191231,25783.33,-104052608.38
338,002429.SZ,20200411,20200411,20191231,60646868.97,-1479973963.17
339,002436.SZ,20200331,20200331,20191231,19102442.64,513457721.0
340,002438.SZ,20200331,20200331,20191231,16623086.07,114083241.09
341,002441.SZ,20200415,20200415,20191231,983136.97,401641065.19
342,002442.SZ,20200410,20200410,20191231,,422868588.19
343,002449.SZ,20200409,20200409,20191231,2885353.59,682122840.73
344,002452.SZ,20200325,20200325,20191231,,39134113.09
345,002453.SZ,20200417,20200417,20191231,33754726.34,245901045.03
346,002456.SZ,20200420,20200420,20191231,,3256359172.31
347,002458.SZ,20200220,20200220,20191231,,2134744427.38
348,002459.SZ,20200330,20200330,20191231,3337016.15,3690528722.82
349,002461.SZ,20200325,20200325,20191231,668438.03,758022919.3
350,002463.SZ,20200326,20200326,20191231,21399591.0,1064181249.0
351,002465.SZ,20200328,20200328,20191231,43129370.95,236453969.57
352,002469.SZ,20200410,20200410,20191231,27263177.8,15609752.06
353,002471.SZ,20200331,20200331,20191231,8232302.0,628571331.97
354,002480.SZ,20200415,20200415,20191231,,21966187.56
355,002484.SZ,20200327,20200327,20191231,27718611.89,101892750.54
356,002490.SZ,20200328,20200328,20191231,3490824.04,688353418.08
357,002492.SZ,20200324,20200324,20191231,8229681.5,153381133.92
358,002494.SZ,20200408,20200408,20191231,,-156755682.89
359,002497.SZ,20200410,20200410,20191231,14262857.4,286094435.16
360,002507.SZ,20200317,20200317,20191231,34290358.38,516502463.03
361,002518.SZ,20200331,20200331,20191231,13915143.9,983751198.6
362,002519.SZ,20200320,20200320,20191231,21811386.13,403602027.99
363,002521.SZ,20200307,20200307,20191231,21124837.62,281706729.1
364,002526.SZ,20200417,20200417,20191231,8192751.14,387666631.22
365,002533.SZ,20200415,20200415,20191231,13868642.36,199552366.57
366,002534.SZ,20200331,20200331,20191231,77182600.64,905182039.62
367,002538.SZ,20200402,20200402,20191231,5064108.71,287052349.89
368,002541.SZ,20200416,20200416,20191231,179957.8,871127240.95
369,002546.SZ,20200328,20200328,20191231,115200895.83,164670333.7
370,002548.SZ,20200418,20200418,20191231,34589644.0,216981689.27
371,002552.SZ,20200415,20200415,20191231,4250000.0,11713611.15
372,002553.SZ,20200320,20200320,20191231,14445961.85,68727131.35
373,002555.SZ,20200402,20200402,20191231,50156723.48,3257563997.94
374,002557.SZ,20200409,20200409,20191231,60750275.94,646284830.23
375,002561.SZ,20200328,20200328,20191231,37090288.18,225684023.12
376,002562.SZ,20200420,20200420,20191231,,-94413204.39
377,002564.SZ,20200414,20200414,20191231,22500000.0,208064966.97
378,002566.SZ,20200416,20200416,20191231,,210871994.83
379,002568.SZ,20200331,20200331,20191231,,530492224.04
380,002572.SZ,20200324,20200324,20191231,63379175.69,1301235479.79
381,002579.SZ,20200410,20200410,20191231,3500752.66,245575190.28
382,002593.SZ,20200407,20200407,20191231,,40710998.35
383,002595.SZ,20200331,20200331,20191231,22881092.64,-171173891.62
384,002597.SZ,20200306,20200306,20191231,28853063.5,905749049.78
385,002601.SZ,20200325,20200325,20191231,37443584.0,2003546325.65
386,002607.SZ,20200310,20200310,20191231,197260373.01,2473986085.19
387,002626.SZ,20200416,20200416,20191231,9243854.25,918380174.29
388,002628.SZ,20200417,20200417,20191231,25876433.97,-809547251.94
389,002642.SZ,20200403,20200403,20191231,3566969.51,-117403933.62
390,002643.SZ,20200418,20200418,20191231,7627514.47,757162295.37
391,002648.SZ,20200410,20200410,20191231,,1352449077.72
392,002658.SZ,20200327,20200327,20191231,7709790.06,254125168.92
393,002661.SZ,20200420,20200420,20191231,,380738265.75
394,002673.SZ,20200402,20200402,20191231,943588.9,2997587478.69
395,002675.SZ,20200418,20200418,20191231,13530380.76,696375864.08
396,002677.SZ,20200416,20200416,20191231,3506849.32,543387260.62
397,002678.SZ,20200418,20200418,20191231,32947952.15,204033005.28
398,002683.SZ,20200418,20200418,20191231,25539625.3,820184431.34
399,002687.SZ,20200416,20200416,20191231,488204.87,154992490.0
400,002688.SZ,20200420,20200420,20191231,,282185997.03
401,002690.SZ,20200409,20200409,20191231,59127154.42,501590313.16
402,002695.SZ,20200314,20200314,20191231,3107742.55,224808818.45
403,002697.SZ,20200328,20200328,20191231,13751095.46,275596691.39
404,002706.SZ,20200328,20200328,20191231,9548126.11,331286519.74
405,002714.SZ,20200227,20200227,20191231,25835924.6,9988895350.91
406,002715.SZ,20200331,20200331,20191231,69814.35,37280470.87
407,002723.SZ,20200403,20200403,20191231,,11973338.14
408,002724.SZ,20200414,20200414,20191231,22729336.39,254387125.74
409,002725.SZ,20200409,20200409,20191231,122895.84,73866204.75
410,002727.SZ,20200320,20200320,20191231,23347916.66,982923959.92
411,002728.SZ,20200327,20200327,20191231,5482589.04,221644491.09
412,002732.SZ,20200418,20200418,20191231,1258172.86,218154298.64
413,002735.SZ,20200414,20200414,20191231,,75417051.7
414,002736.SZ,20200320,20200320,20191231,15855098.4,28641814015.85
415,002738.SZ,20200415,20200415,20191231,2804423.16,250081933.01
416,002742.SZ,20200414,20200414,20191231,,154662019.19
417,002746.SZ,20200324,20200324,20191231,57551748.88,1171556325.85
418,002756.SZ,20200320,20200320,20191231,15068206.07,345222346.41
419,002758.SZ,20200418,20200418,20191231,4670322.66,58622373.3
420,002759.SZ,20200331,20200331,20191231,248325.9,-13953988.8
421,002771.SZ,20200325,20200325,20191231,,28793335.65
422,002774.SZ,20200403,20200403,20191231,20195811.3,3718835.67
423,002778.SZ,20200417,20200417,20191231,,78622949.02
424,002782.SZ,20200320,20200320,20191231,1555998.85,125376250.45
425,002795.SZ,20200328,20200328,20191231,,73571356.0
426,002797.SZ,20200331,20200331,20191231,60214383.78,2309804048.94
427,002798.SZ,20200331,20200331,20191231,5742938.24,268714068.57
428,002799.SZ,20200410,20200410,20191231,1456691.68,139913384.06
429,002800.SZ,20200401,20200401,20191231,,-34605187.56
430,002801.SZ,20200319,20200319,20191231,27226393.02,150191268.31
