,ts_code,ann_date,f_ann_date,end_date,accounts_receiv,cap_rese,intan_assets,total_cur_assets,total_cur_liab,total_share,undistr_porfit
708,300685.SZ,20200414,20200414,20191231,233147141.53,437032877.21,15504486.54,797408985.41,140567109.42,147206000.0,347297803.59
709,300686.SZ,20200306,20200306,20191231,416257586.02,190148089.84,38673528.78,851726472.05,849350376.98,204464000.0,357734439.13
710,300690.SZ,20200408,20200408,20191231,264389340.19,570771759.24,44819639.45,990512725.91,258728239.13,110928979.0,321192478.21
711,300691.SZ,20200408,20200408,20191231,298628037.08,452065679.56,42232033.56,1102677096.68,705627795.57,225064704.0,252310844.04
712,300692.SZ,20200418,20200418,20191231,192967397.51,415136770.44,21461907.05,652301273.39,852712901.96,164644791.0,289674672.01
713,300697.SZ,20200418,20200418,20191231,390462173.91,316590942.66,23460537.07,1007981839.09,389334688.9,208000000.0,291610275.71
714,300699.SZ,20200331,20200331,20191231,250761292.83,1516630359.57,146364983.06,2713214450.9,473142540.68,518350000.0,1132164199.87
715,300701.SZ,20200327,20200327,20191231,16999373.52,183130933.77,7889329.24,481748190.55,38262005.45,120000000.0,201400014.3
716,300703.SZ,20200418,20200418,20191231,178210442.03,290750292.67,22636098.83,777483679.75,399583283.32,182550400.0,228316675.19
717,300705.SZ,20200418,20200418,20191231,130781882.66,278786314.42,52141000.2,454178464.84,200543702.32,234680000.0,213817633.47
718,300706.SZ,20200331,20200331,20191231,100978776.42,169804928.33,16271612.12,347941869.42,258758704.54,141120000.0,116390786.92
719,300707.SZ,20200420,20200420,20191231,131487579.48,245944348.97,37355932.22,567278819.55,210493965.01,157200000.0,219674105.81
720,300708.SZ,20200123,20200123,20191231,400935611.01,276166434.99,45491057.28,1459252755.82,1453427930.36,259910000.0,172873054.12
721,300711.SZ,20200410,20200410,20191231,209569791.05,227005489.25,8582259.9,657877724.67,161147879.23,173035144.0,147224728.33
722,300717.SZ,20200411,20200411,20191231,118622851.83,237891125.09,25857670.86,325119468.75,54929779.27,102400000.0,216401041.1
723,300721.SZ,20200325,20200325,20191231,88887149.82,539948345.05,163404032.54,547922995.95,668365025.2,80585000.0,201685532.95
724,300722.SZ,20200416,20200416,20191231,63112760.18,172409668.78,35012941.44,280251681.32,48945707.73,112000000.0,132010583.16
725,300725.SZ,20200331,20200331,20191231,79494118.57,318433324.31,25118555.35,536510723.34,278150973.3,144789501.0,297528086.87
726,300726.SZ,20200313,20200313,20191231,520481710.24,670769517.25,9461585.05,1680924826.08,154090869.41,400100000.0,593931479.78
727,300727.SZ,20200305,20200305,20191231,153189897.16,220606000.13,51867518.64,386579240.35,149144106.97,126880000.0,171490491.41
728,300729.SZ,20200410,20200410,20191231,86491194.16,342481198.28,54839065.71,1063601375.55,703241456.43,87230830.0,328698896.44
729,300731.SZ,20200409,20200409,20191231,60336958.93,323557836.33,3221144.08,459700984.27,139423347.87,124866547.0,108059894.4
730,300738.SZ,20200318,20200318,20191231,136770155.68,267975950.79,8483232.83,367673305.2,531486529.71,117478800.0,272951758.96
731,300741.SZ,20200328,20200328,20191231,506109990.0,4608065919.0,63778421.0,6659478002.0,491022129.0,615880000.0,2203319285.0
732,300745.SZ,20200416,20200416,20191231,352535908.3,605888640.71,33500601.6,1234911167.67,412919416.42,114512352.0,335718133.22
733,300746.SZ,20200418,20200418,20191231,465864882.86,482511783.7,13326952.01,959441082.76,575811283.68,225738328.0,417608122.75
734,300748.SZ,20200324,20200324,20191231,704773201.23,382078171.07,34713702.82,2276255707.44,872381383.29,413424188.0,361762424.36
735,300751.SZ,20200328,20200328,20191231,178524850.23,716905855.64,15981119.24,3719240314.87,2642342006.43,52000000.0,528596486.48
736,300752.SZ,20200314,20200314,20191231,561692784.01,420462834.94,14704583.9,1540739356.55,1066980947.82,119752220.0,280400735.34
737,300757.SZ,20200410,20200410,20191231,416303964.38,342063702.01,46450991.23,1197540531.65,682280336.74,104000000.0,272057098.63
738,300759.SZ,20200330,20200330,20191231,857069268.23,5964889692.0,420573698.45,5944451020.41,1269681005.17,794387462.0,962220199.71
739,300760.SZ,20200402,20200402,20191231,1667714349.0,8171269620.0,953482222.0,18724085266.0,5042821811.0,1215691266.0,8599612527.0
740,300763.SZ,20200331,20200331,20191231,244781578.16,488612534.39,59725756.77,972317392.88,373206669.92,79999952.0,259812636.33
741,300765.SZ,20200323,20200323,20191231,173137587.78,1102275975.39,57566553.51,1937017211.09,400758501.07,200000000.0,995315872.01
742,300766.SZ,20200413,20200413,20191231,247340643.25,809683951.64,98112996.92,1506217382.29,128216981.03,400100000.0,433363637.67
743,300767.SZ,20200403,20200403,20191231,300802984.58,486296162.44,21991189.76,930515802.45,133550836.52,80000000.0,359703911.97
744,300770.SZ,20200418,20200418,20191231,245089405.63,1359195434.08,256499116.03,2184055041.45,506176786.25,128365637.0,630955245.19
745,300771.SZ,20200324,20200324,20191231,100194828.7,832042854.19,26902212.63,1711213964.75,265473649.91,100000000.0,590659521.43
746,300772.SZ,20200320,20200320,20191231,2598658332.43,681013586.77,44880236.13,8724295331.92,9449218683.26,293960000.0,478195140.91
747,300773.SZ,20200410,20200410,20191231,315875906.97,2403097860.09,50125989.02,8815084385.21,6148415747.7,400010000.0,1903365476.61
748,300777.SZ,20200324,20200324,20191231,119391522.92,170738800.0,36096259.03,452624669.07,175671560.03,400010000.0,364926780.98
749,300785.SZ,20200415,20200415,20191231,201798269.07,409262116.65,5704683.0,723436118.92,154053803.42,53333334.0,261591212.78
750,300786.SZ,20200417,20200417,20191231,178932365.25,406997816.77,9306496.23,787004229.56,204147461.75,53400000.0,280050128.99
751,300787.SZ,20200409,20200409,20191231,246012945.66,501148296.46,72567467.81,1006938196.1,343380699.02,84880000.0,500512064.84
752,300788.SZ,20200327,20200327,20191231,76599687.17,751272577.85,8850845.69,2506694630.86,985260468.71,190151515.0,654255716.71
753,300790.SZ,20200415,20200415,20191231,304336654.4,742624328.09,63659763.35,1198843534.3,878282524.17,114286247.0,300797191.65
754,300795.SZ,20200320,20200320,20191231,1401625.85,300441072.66,2128709.4,602325438.31,42797543.31,100164000.0,170004951.57
755,300798.SZ,20200420,20200420,20191231,200329240.15,245438300.49,74283159.59,996012666.46,272533925.56,417748945.0,536578830.38
756,300800.SZ,20200408,20200408,20191231,258614416.61,970590390.74,11654932.19,1839358022.47,341298225.32,80000000.0,576817322.68
757,300801.SZ,20200309,20200309,20191231,139075887.3,1072783278.91,69842797.1,1331302228.67,206504670.42,120000000.0,488809875.78
758,300806.SZ,20200410,20200410,20191231,526482408.51,527435237.29,59750298.59,1093088343.8,835331138.62,116838879.0,401443149.43
759,300811.SZ,20200420,20200420,20191231,152745667.18,421494842.52,27502381.48,674125511.85,149124128.88,57600000.0,267555928.06
760,300817.SZ,20200416,20200416,20191231,113349182.92,64418685.59,29807440.58,299387451.05,123329217.54,63160000.0,316814699.13
761,300818.SZ,20200415,20200415,20191231,76523056.57,32109468.51,19545914.48,390914414.69,93590067.16,52500000.0,381572064.1
762,300820.SZ,20200417,20200417,20191231,70051806.29,68981229.45,8994109.62,707107027.88,234870633.58,47500000.0,391384107.08
763,600008.SH,20200402,20200402,20191231,3770712727.01,2393416177.66,26936290394.0,13472661334.39,18166481945.46,5685448207.0,2170595386.37
764,600009.SH,20200328,20200328,20191231,1662029290.31,2575497907.54,499351003.39,12467828548.84,4714941828.39,1926958448.0,26192171278.54
765,600011.SH,20200401,20200401,20191231,25351937451.0,18454538448.0,13948859449.0,60775091898.0,141620409777.0,15698093359.0,30707960053.0
766,600012.SH,20200330,20200330,20191231,,280523374.06,11166391335.97,2744428474.34,2103501303.41,1658610000.0,7934348129.42
767,600015.SH,20200417,20200417,20191231,,53292000000.0,80000000.0,,,15387000000.0,87486000000.0
768,600016.SH,20200331,20200331,20191231,,57411000000.0,4707000000.0,,,43782000000.0,218746000000.0
769,600017.SH,20200324,20200324,20191231,660804308.21,2974520433.31,3445404626.35,2624670896.58,5394013812.02,3075653888.0,5038442015.33
770,600018.SH,20200410,20200410,20191231,2426571365.87,9783755903.41,14443114935.21,40399631516.67,19339272490.14,23173674650.0,41661016367.76
771,600021.SH,20200331,20200331,20191231,7826799897.17,6223243627.0,3095467680.95,18020954912.34,45249766604.74,2617164197.0,6372723570.44
772,600022.SH,20200320,20200320,20191231,150423181.93,8202267564.49,4509885358.49,19475495467.22,28404205500.48,10946549616.0,831339732.28
773,600026.SH,20200331,20200331,20191231,936474805.16,7571797967.14,73677843.0,6927632977.6,12348192128.76,4032032861.0,13372960783.49
774,600027.SH,20200326,20200326,20191231,10616329000.0,13327312000.0,13270795000.0,26599511000.0,67323638000.0,9862977000.0,18552761000.0
775,600028.SH,20200330,20200330,20191231,54865000000.0,122127000000.0,108956000000.0,445856000000.0,576374000000.0,121071000000.0,287128000000.0
776,600029.SH,20200331,20200331,20191231,3197000000.0,25623000000.0,3709000000.0,16738000000.0,95490000000.0,12267000000.0,22988000000.0
777,600030.SH,20200320,20200320,20191231,,54152030508.04,3072628057.79,,,12116908400.0,60104047192.75
778,600033.SH,20200404,20200404,20191231,761372934.29,1658308254.66,5850.0,1987174142.54,3262661562.87,2744400000.0,4076733837.72
779,600036.SH,20200321,20200321,20191231,,,,,,,
780,600038.SH,20200331,20200331,20191231,1619929725.47,4312119717.3,541445018.96,23181265545.28,17173991941.71,589476716.0,2697135335.53
781,600048.SH,20200416,20200416,20191231,1845278032.0,18323163946.82,389242931.17,936921965666.57,599700475026.32,11932675162.0,106308453088.09
782,600050.SH,20200324,20200324,20191231,20456916625.0,80107541565.0,25746168495.0,83603850121.0,206812709395.0,31033705687.0,36023405325.0
783,600051.SH,20200317,20200317,20191231,142877717.74,143567263.83,87076585.66,6147107817.35,5009358772.77,310880000.0,1872645177.12
784,600057.SH,20200415,20200415,20191231,5476341449.49,4950419901.84,1933439079.57,49024858892.0,36398949350.85,2157454085.0,3252510283.18
785,600058.SH,20200331,20200331,20191231,5503348796.24,4178546801.96,564865484.48,17329936029.33,13497099529.98,1071910711.0,-2087394061.05
786,600059.SH,20200418,20200418,20191231,108819719.49,1880898548.84,156568697.9,3454728677.85,761251422.07,808524165.0,1234847218.16
787,600061.SH,20200327,20200327,20191231,521922598.28,20693107429.3,772772921.9,148373774531.07,101868231703.84,4227129727.0,10616671838.45
788,600062.SH,20200321,20200321,20191231,1189470761.24,149389576.81,1073976944.06,6038706148.47,2341453433.31,1043237710.0,6892119299.27
789,600063.SH,20200410,20200410,20191231,193163742.53,1599289964.71,420675054.9,2936101496.85,2955848571.88,1925894692.0,728921130.38
790,600066.SH,20200331,20200331,20191231,13861748698.8,1278768580.22,1272388035.37,27388102728.9,16436979328.34,2213939223.0,10211081515.02
791,600067.SH,20200325,20200325,20191231,726412624.28,1378049850.74,454686271.73,19206525820.37,14222887459.48,1492110725.0,4848637250.06
792,600068.SH,20200401,20200401,20191231,14811827638.69,7615101441.65,12254891906.47,134039206606.97,112469413186.41,4604777412.0,17255150152.67
793,600071.SH,20200414,20200414,20191231,381469570.43,65870263.23,16877211.13,990636671.76,687737224.79,281573889.0,77029239.43
794,600082.SH,20200410,20200410,20191231,20705669.94,412590525.25,454266.95,2760331707.36,916468725.38,646115826.0,546633146.38
795,600085.SH,20200403,20200403,20191231,1208559452.98,2006500148.44,433512627.24,16112504905.82,4893617247.93,1371470262.0,4968494206.02
796,600088.SH,20200417,20200417,20191231,21999035.28,253650492.34,,1040792196.26,351493366.59,397706400.0,420455647.5
797,600089.SH,20200414,20200414,20191231,12124898289.49,11092172592.94,4370075293.55,51416037603.14,34853769009.23,3714312789.0,13686827991.76
798,600097.SH,20200418,20200418,20191231,117941921.07,611642202.14,118943049.06,1335871727.46,364293849.41,240936559.0,628997955.32
799,600098.SH,20200418,20200418,20191231,1657281085.5,3954651162.56,2181238126.21,9987657576.9,8028054526.99,2726196558.0,6953215871.29
800,600099.SH,20200418,20200418,20191231,79444245.25,202737643.8,23384964.13,436667168.84,129186598.64,219120000.0,31225616.41
801,600103.SH,20200414,20200414,20191231,154364557.03,815244750.88,431546629.41,3397760027.24,1463111401.08,2305817807.0,255998501.23
802,600104.SH,20200414,20200414,20191231,41340635443.91,55566657996.87,15281159697.99,511157627553.49,462803276706.98,11683461365.0,125280780539.08
803,600106.SH,20200327,20200327,20191231,50774378.7,54290513.4,,1733108700.49,1084551917.79,1208204602.0,1629201689.53
804,600109.SH,20200402,20200402,20191231,,7852125554.68,65204766.14,,,3024359310.0,6459920120.98
805,600113.SH,20200418,20200418,20191231,27823669.8,345486455.9,472752297.71,330625831.52,233097344.49,411431160.0,658736933.43
806,600115.SH,20200401,20200401,20191231,1717000000.0,34298000000.0,1771000000.0,19743000000.0,78363000000.0,16379000000.0,17570000000.0
807,600116.SH,20200307,20200307,20191231,86733292.99,783673966.98,23993486.24,853510036.86,860709567.62,993005502.0,1116480164.1
808,600119.SH,20200411,20200411,20191231,373647624.65,331747112.95,132917045.17,824821735.43,832641386.65,307400000.0,-501421495.38
809,600120.SH,20200328,20200328,20191231,289502145.52,1218966914.82,484411255.09,9443256873.54,7203377742.45,1591386330.0,5966888144.92
810,600125.SH,20200327,20200327,20191231,181792199.19,157795593.0,382235261.75,5083352615.02,3162617162.42,1305521874.0,3849046909.42
811,600126.SH,20200408,20200408,20191231,222388508.17,10122349716.22,4200185726.12,11387090455.22,6463586415.36,3377189083.0,4858694398.63
812,600127.SH,20200403,20200403,20191231,134608311.86,469360956.95,166265231.09,1139895476.31,1059016409.9,641783218.0,-409746382.41
813,600130.SH,20200317,20200317,20191231,65016702.14,455922182.76,11272257.03,748726819.63,129094761.92,768000000.0,-391598297.63
814,600132.SH,20200418,20200418,20191231,58261577.2,,245773064.11,1717343447.97,1510492104.29,483971198.0,709703158.18
815,600135.SH,20200416,20200416,20191231,217711209.43,980800093.0,118841952.38,2062923415.75,678434678.57,498534017.0,406262204.64
816,600138.SH,20200410,20200410,20191231,2345057774.64,1752698939.75,1212766018.95,7056820694.13,6224300775.62,723840000.0,3932016295.67
817,600150.SH,20200418,20200418,20191231,1490310250.46,6611134720.71,1096733016.62,28160849853.19,16653201326.49,1378117598.0,6746138652.8
818,600156.SH,20200410,20200410,20191231,107365868.79,147949468.57,159350068.02,739253587.29,325255231.98,402110702.0,111099739.28
819,600159.SH,20200410,20200410,20191231,272049084.13,343387345.38,,4120409592.55,2041523392.78,830003232.0,1147661501.55
820,600161.SH,20200402,20200402,20191231,8986961.55,274621868.42,293214875.89,4046354290.66,651940561.27,1045366807.0,2370336825.32
821,600163.SH,20200415,20200415,20191231,473628254.28,2091744182.89,111107959.2,891762496.61,944496508.98,999465230.0,-1161545210.37
822,600171.SH,20200331,20200331,20191231,150836493.9,1183411125.14,61045011.48,2253728050.33,189057337.79,703840714.0,972992880.32
823,600176.SH,20200323,20200323,20191231,1360941142.15,3438674235.5,803149056.99,9150278638.09,11666033613.04,3502306849.0,8057665626.06
824,600182.SH,20200420,20200420,20191231,984242807.48,1198520.57,20942071.44,1951346912.28,888296632.46,340000000.0,492947472.14
825,600183.SH,20200325,20200325,20191231,4597984462.76,2505334392.45,380178445.62,8711944479.26,5256699831.32,2276191340.0,3076901276.36
826,600186.SH,20200331,20200331,20191231,119511998.16,521707912.52,144540076.23,1555356510.39,2033302275.79,1379923955.0,-1673625733.29
827,600187.SH,20200418,20200418,20191231,210860235.13,2062832657.77,922836062.5,2582879926.34,1038825672.74,1653935128.0,-215525812.19
828,600190.SH,20200411,20200411,20191231,392637332.48,2651403287.42,370487020.93,1476356167.75,6574484448.74,2002291500.0,1183788074.44
829,600196.SH,20200331,20200331,20191231,4367599412.33,12143652211.28,7915974071.42,20403367467.1,17433765405.71,2562898545.0,15125708928.46
830,600200.SH,20200316,20200316,20191231,541756059.68,1403157805.13,142620180.68,2026937006.46,1412501779.78,712388832.0,171051172.86
831,600201.SH,20200330,20200330,20191231,576253532.88,881008893.47,338815560.22,2693546671.57,548004329.16,1126240241.0,2368058158.23
832,600202.SH,20200303,20200303,20191231,705691467.51,80161386.1,38144801.61,1433584528.31,1243563937.12,383340672.0,67680273.47
833,600203.SH,20200410,20200410,20191231,2214523648.67,1619322162.91,163309662.74,5636670138.85,4449136632.2,456447120.0,-5270056.08
834,600206.SH,20200417,20200417,20191231,253921677.89,1472713526.17,75121730.6,2551501976.49,399548251.0,846681332.0,721707039.82
835,600211.SH,20200313,20200313,20191231,307310986.46,1326484738.07,1069673796.69,1341034746.27,309846385.38,177098459.0,765420543.06
836,600219.SH,20200411,20200411,20191231,1971740685.77,16524848541.86,2408508165.04,22723600665.98,10940991272.36,11950481520.0,9547401452.08
837,600222.SH,20200328,20200328,20191231,527221426.2,652796978.07,62261837.13,1726827217.33,892470394.21,573886283.0,156951875.23
838,600223.SH,20200410,20200410,20191231,158409015.8,109843210.12,176642490.56,54393253106.34,47480122525.04,1000968000.0,1504491420.95
839,600228.SH,20200328,20200328,20191231,12242715.41,336983055.2,10222018.85,131299409.31,91314315.45,241320000.0,-554387445.59
840,600234.SH,20200331,20200331,20191231,17405244.28,330243636.02,378631.81,132724093.12,411721147.14,202445880.0,-471821607.39
841,600235.SH,20200409,20200409,20191231,247098117.66,830314866.51,56622410.81,957386227.06,870522956.36,351300000.0,46353786.81
842,600236.SH,20200418,20200418,20191231,971830303.25,1284200240.66,707286154.42,3617379407.95,9922702390.05,7882377802.0,3580472971.08
843,600249.SH,20200417,20200417,20191231,72569906.25,1184901870.95,82995784.35,1924846831.74,571629509.12,550000000.0,96793046.06
844,600252.SH,20200326,20200326,20191231,228530446.72,85729315.4,352052727.89,3538292715.5,1234738214.36,3475107147.0,2273553406.97
845,600259.SH,20200328,20200328,20191231,252119275.58,2088009656.66,187799184.26,2896883555.22,1701498431.76,301802291.0,-697011016.04
846,600261.SH,20200418,20200418,20191231,1264303633.62,283885550.8,239274377.35,4460563793.29,2104326105.34,1452102930.0,1739603365.83
847,600266.SH,20200415,20200415,20191231,143959584.49,3484666833.32,,106515566284.37,42581104077.59,1880448000.0,13610523250.07
848,600268.SH,20200327,20200327,20191231,3709298295.92,1316586771.2,311416056.22,6447371272.7,5531008630.66,695265184.0,164396557.04
849,600272.SH,20200328,20200328,20191231,129485933.79,15415002.41,1290999.96,541856147.52,295206686.03,243000000.0,161369101.18
850,600273.SH,20200417,20200417,20191231,462117156.98,2484425630.17,382371609.87,2717618967.87,1790117912.7,1432730543.0,2949405441.79
851,600276.SH,20200323,20200323,20191231,4906245353.78,1662974752.38,349761512.39,22311304817.0,2472634725.58,4422814197.0,16547605445.61
852,600277.SH,20200408,20200408,20191231,878253846.1,9606109410.99,1034091820.03,13165944949.73,13201710179.88,2738940149.0,2669023439.62
853,600278.SH,20200411,20200411,20191231,785953402.75,957009881.66,91159693.92,5474295998.98,3668085964.91,522241739.0,1380001194.47
854,600279.SH,20200415,20200415,20191231,197891918.79,3229909444.7,1158864907.66,2814483123.76,2510211252.43,1186866283.0,811293823.55
855,600282.SH,20200325,20200325,20191231,970120612.03,1874569484.14,871642727.78,18085395147.35,19332775794.59,4429468457.0,9273971044.07
856,600284.SH,20200331,20200331,20191231,794374581.16,1991364255.98,87166105.58,11527415474.08,7012173073.36,970256000.0,2760038509.76
857,600292.SH,20200415,20200415,20191231,1949974876.17,2989160758.76,487837370.62,3847997081.44,3349842401.61,780816890.0,1021513173.93
858,600295.SH,20200415,20200415,20191231,1205536540.84,3775186323.94,1123612566.19,16437810040.25,23346761780.26,1427947069.0,6409041621.81
859,600298.SH,20200331,20200331,20191231,813606733.24,651974425.96,291753412.51,3865938082.59,2988211128.29,824080943.0,3433254069.97
860,600299.SH,20200321,20200321,20191231,1537943360.0,2111544529.0,2154707108.0,9002135125.0,2477956694.0,2681901273.0,9009359024.0
861,600301.SH,20200320,20200320,20191231,22622199.26,1132188014.84,,396139523.95,62650438.13,235148140.0,-1101388414.71
862,600309.SH,20200331,20200331,20191231,4433077609.63,2161531637.83,5336636534.7,23483577397.65,44799566175.61,3139746626.0,34320968705.42
863,600310.SH,20200415,20200415,20191231,278415709.7,296937232.94,395676044.35,5731027545.48,9049217910.26,827775000.0,698767930.57
864,600313.SH,20200321,20200321,20191231,225577711.78,419512519.71,298790104.84,1841374957.66,810994183.55,1082198663.0,-77283676.1
865,600315.SH,20200220,20200220,20191231,1228905733.25,865750993.6,820646433.88,5877515860.01,2865015492.68,671248461.0,4315915000.68
866,600316.SH,20200331,20200331,20191231,2142239790.29,3147208455.81,115523280.25,6383321279.63,3405858078.71,717114512.0,944548479.26
867,600317.SH,20200327,20200327,20191231,149860118.56,1537045501.44,1022340453.01,3539995972.24,1257154372.91,6472983003.0,3581085066.92
868,600318.SH,20200418,20200418,20191231,26177381.34,565750580.01,13340780.75,2035540485.18,1700123101.54,513364429.0,320415114.46
869,600320.SH,20200401,20200401,20191231,4966175528.0,4834854332.0,3506541366.0,35569561289.0,44275254334.0,5268353501.0,3651851383.0
870,600321.SH,20200411,20200411,20191231,361717101.65,1021234208.17,219419690.73,1078958179.17,807505309.5,1510550000.0,80891444.76
871,600323.SH,20200415,20200415,20191231,906731629.8,1479280030.27,7588760312.05,3265474520.23,6695837064.95,766264018.0,3853574714.19
872,600325.SH,20200417,20200417,20191231,35129256.75,1141395714.78,205304916.29,215932867702.11,128894115595.45,2117219616.0,9005620468.85
873,600326.SH,20200418,20200418,20191231,1603671558.77,803895750.7,379330425.5,6529691941.51,4023633252.28,865384510.0,1600312719.48
874,600327.SH,20200411,20200411,20191231,168596693.97,137150228.08,482632085.22,2523877802.49,2061490694.55,884779518.0,1429744978.33
875,600329.SH,20200420,20200420,20191231,1373019433.35,1348736932.38,174059565.49,5134750961.31,2157206952.9,772803076.0,2772425788.3
876,600330.SH,20200417,20200417,20191231,1130070467.42,2458369870.04,187572179.71,3059088773.87,2321313083.26,996565730.0,568139030.23
877,600331.SH,20200403,20200403,20191231,1079284.2,3075210635.94,127682439.01,898331904.08,2335415046.74,2032000000.0,-2947981575.78
878,600332.SH,20200401,20200401,20191231,12555024519.58,9865084049.39,2485288578.2,45982233135.7,29376965809.97,1625790949.0,11167819445.53
879,600346.SH,20200417,20200417,20191231,675399514.8,18272358450.99,5808154973.11,53294157864.29,82267273852.5,7039099786.0,10511894102.6
880,600354.SH,20200320,20200320,20191231,195796075.22,900806473.44,180420952.8,1084634238.89,1280675862.4,527802080.0,-928772681.93
881,600356.SH,20200401,20200401,20191231,364012582.04,925670251.41,293119511.19,1446456253.51,603224432.47,298731378.0,784784228.19
882,600362.SH,20200331,20200331,20191231,4930446539.0,11663583765.0,4152655144.0,84045022769.0,68383117510.0,3462729405.0,20599739437.0
883,600366.SH,20200417,20200417,20191231,566368623.53,147919002.38,118904987.98,3313826407.31,1293792860.68,989113721.0,2917422117.66
884,600368.SH,20200331,20200331,20191231,176471290.35,467645116.19,37572999.56,2891774447.51,1439923404.38,1125632068.0,2193663377.79
885,600370.SH,20200310,20200310,20191231,108604625.09,59008216.74,31457756.42,1531054063.25,210025849.8,797244230.0,367951957.02
886,600372.SH,20200331,20200331,20191231,6854616411.68,1545661115.07,680026701.46,16987837314.11,11361216381.51,1759522904.0,3757880877.18
887,600378.SH,20200416,20200416,20191231,1013456482.13,2335130616.14,814369579.47,4338922723.05,1519992376.76,896624657.0,2480457789.48
888,600379.SH,20200410,20200410,20191231,191941858.36,7638855.57,3020268.67,614661192.81,243394558.23,330201564.0,168961728.21
889,600380.SH,20200411,20200411,20191231,1997153798.75,2403657077.97,374190855.02,16584695528.38,7372670303.1,1938033338.0,5443313968.3
890,600382.SH,20200418,20200418,20191231,38232127.16,1808673034.57,11985450.62,3841440752.99,826471669.06,606872165.0,3118147752.93
891,600386.SH,20200410,20200410,20191231,264367173.34,223337044.52,502743972.36,2279602829.52,1605198202.36,806400000.0,503293811.61
892,600391.SH,20200418,20200418,20191231,877498158.25,1012705735.24,105204390.25,3393629632.4,3077126047.07,330129367.0,14882035.11
893,600395.SH,20200414,20200414,20191231,471535183.42,2430314241.27,711194542.96,4799615201.14,3834417058.16,1655051861.0,2032180570.31
894,600396.SH,20200402,20200402,20191231,920383903.72,1351939580.02,260048088.0,2114703991.83,10094251955.51,1472706817.0,-918477722.52
895,600399.SH,20200331,20200331,20191231,607246121.44,2178078353.9,798575409.13,4271674065.41,1267137037.04,1972100000.0,219737149.82
896,600416.SH,20200331,20200331,20191231,4547078297.74,4846630059.5,1972425979.68,10988711994.51,13120809815.21,945834325.0,-3259689975.6
897,600418.SH,20200319,20200319,20191231,3183553698.46,5226201400.07,2954180642.24,21807956892.02,25446112301.08,1893312117.0,4091874529.25
898,600420.SH,20200402,20200402,20191231,1075633849.28,2545184650.01,533658369.47,9676372530.32,6491804082.54,1026940260.0,3514968860.02
899,600422.SH,20200331,20200331,20191231,1394811542.86,1191442319.27,419800033.25,4801861045.63,2777699470.33,760947792.0,1991944719.8
900,600425.SH,20200331,20200331,20191231,143901601.29,3212377254.77,288803135.01,1754608351.71,2320926454.0,1378790086.0,-108931359.59
901,600426.SH,20200327,20200327,20191231,34433814.62,2072864767.35,1070158189.49,3490639892.61,2433756457.82,1626659750.0,9773027754.19
902,600433.SH,20200311,20200311,20191231,314945490.82,696129151.05,256002238.79,1463948713.77,1271320738.9,1271315443.0,675235757.11
903,600444.SH,20200326,20200326,20191231,259803356.17,329157734.74,17848775.24,796825673.89,326017400.43,146421932.0,76867324.13
904,600449.SH,20200321,20200321,20191231,468779135.15,2026844546.88,429094829.06,2355786680.42,1296122212.29,478181042.0,2798027165.93
905,600452.SH,20200417,20200417,20191231,50274751.1,464706920.92,77002072.53,426821550.17,2194449005.87,313600000.0,924654286.61
906,600455.SH,20200411,20200411,20191231,6517401.84,145663447.66,52344814.96,293160701.53,543202120.73,62458000.0,-66186624.11
907,600456.SH,20200320,20200320,20191231,1195959236.97,2370715194.56,131271090.01,5498317975.26,2276019539.44,430265700.0,732838596.7
908,600458.SH,20200331,20200331,20191231,1872640489.98,3057165442.32,404146061.16,9563890334.31,7477309253.24,802798152.0,854277073.03
909,600463.SH,20200416,20200416,20191231,136406264.61,501862884.37,15673813.85,1591957325.81,1459582580.87,300000000.0,365735479.86
910,600466.SH,20200417,20200417,20191231,2022482954.23,1579858364.35,719493282.27,183149458766.38,124601129480.87,3012516035.0,9358910410.02
911,600469.SH,20200320,20200320,20191231,710000498.21,1856751506.21,54998143.83,3476107141.96,4225723591.82,562413222.0,-476606637.63
912,600477.SH,20200310,20200310,20191231,1537340498.89,115003769.38,172615147.4,6238357082.53,5063257927.27,2153737411.0,955668632.36
913,600479.SH,20200410,20200410,20191231,223244591.49,585386664.01,213285320.71,2955282230.64,1101067311.24,418507117.0,959359259.52
914,600481.SH,20200411,20200411,20191231,1150504981.4,36208343.79,93175133.02,2879291343.05,1553384457.14,1637335808.0,241606961.55
915,600488.SH,20200326,20200326,20191231,253756496.87,414204899.56,68602882.54,1852399783.16,1606282135.58,1091886680.0,1093148636.06
916,600493.SH,20200418,20200418,20191231,94340276.27,190925681.46,195420851.49,793899936.87,579924593.54,272000000.0,181504203.61
917,600495.SH,20200326,20200326,20191231,289777394.38,1160135086.52,114012142.98,2271601877.92,646093779.59,1208190886.0,614143980.48
918,600496.SH,20200418,20200418,20191231,1918209928.45,956760828.18,317225234.28,10576134421.75,8188084887.87,1810445200.0,2231682898.83
919,600497.SH,20200321,20200321,20191231,24058823.8,8176193543.97,11573636488.67,3030790144.3,10105728685.99,5091291568.0,829429786.34
920,600505.SH,20200418,20200418,20191231,75965496.48,76188691.21,63545637.35,644397163.77,648285935.08,364567500.0,555809866.56
921,600506.SH,20200418,20200418,20191231,2850002.34,223982201.21,30886259.32,146547678.86,8042999.54,147706873.0,-131815928.82
